questions,answers
主轴如何采用褒面镜铭法修复？,"主轴与钢套磨损后或主轴弯曲不能矫正时，也可采用镜硬铭修复法。硬铭的力学耐磨性好，耐酸、抗酸性好，耐热可达5001::面不变色，锁层薄而结合件能较好。镜铭法修复具体工艺如下；I)锁铭前，在主轴锥孔中配堵，上车床两端钻中心孔。要求校正外圆，中心孔接触率大于70%。2)在键槽中装上软铅条，对非镜面做好绝缘，粗磨外圆，提供镜铭层厚度。3)镜恪。工件用专用心棒装夹。心棒由黄铜制成，直径约30mm,长度由主轴套尺寸确定。4)为了消除电锁层易剥落的缺陷，镜后还应作除氢处理。将镜后主轴放入油槽中的V型块上，放入N32机油及废机油，加热至50t，然后升温至180~2001::后保温2~4h,取出空冷。5)重新镶好键块，备好中心架重研中心孔，要求孔口有0.8mm左右的接触圆线，精磨主轴表面。6)主轴置于车床两顶尖之间，以拨盘带动主轴回转，用研磨套研磨主轴表面。7)在车床上装夹主轴，低速手工抛光主轴表面。"
28镗床主轴钢套应如何更换？,主轴钢套因磨损与主轴配合间隙过大而失效。钢套通过过盈紧固在空心主轴孔内或铣轴孔内，在更换时必须先行除去或取出。取套时需克服过盈后才能取出，取套方法一般有三种：I)利用内磨砂轮将空心主轴内的钢套磨去一缺口（此时工件不转，仅砂轮转动和横向进给），磨后敲开取出钢套。2)将空心主轴置于车床上，一端用卡盘卡住，一端架于中心架上，用车刀车去钢套内孔一层，去除过盈后取出钢套。3)用专用拉套逐个拉出钢套。新钢套的套入，可以采用热套法或冷套法。
"卧式镗床主轴箱装配应注意哪些事项？","卧式镜床主轴箱装配注意事项如下：1)齿轮装配后轴向定位应正确可靠。2)轴承装配时应保持位置正确、受力均匀，无损伤，装煎轴承可用冷却法冷却后装人主轴箱。3)外环装配后，其定位端轴承盖与垫圈、轴承外环应均匀接触，在更换轴承时更应注意。轴承内环装配时应紧靠轴肩或定位环。4)装配齿轮时，应注意齿面轴向错位量不得超过轮缘宽度的5%（啃合齿缘大于20mm),且不得大于5mm。5)机床操纵及联锁机构装配后，应保证灵活、可靠。6)离合器及其控制机构装配后应达到可靠的接合与脱开。7)油路装配后要求畅通、无阻塞，且不应有漏油现象。8)主轴箱装配前应作清洗，清除铁屑、杂物，重新涂漆。9)主轴箱装配顺序应按各轴分布位置的高低，决定装配顺序的先后，然后再装操纵、变速等独立的组件。10)对于一些有漏渗油之处应在装配前先作改装，采用增加油封等措施进行治渗、治漏。"
卧式镗床总装配时应注意哪些间题？,"当机床各部件修理就绪后即可进行总装。总装配时应注意以下问题；1)重新精调床身水平，安装水平纵向为(IOOOc0.02)mm;横向为(IOOOc0.04)mm,使床身导轨中间凸。2)清除床身导轨上的油垢及漆膜。对床身齿条安装面（丝杠安装面和蜗杆安装面）进行修毛刺倒角，去除污垢。3)清洗传动件，如齿条，井修去毛刺，经找正位置后插上锥销，用螺钉紧固。若齿条、蜗杆己更新，在找正安装位置时，检查导轨对传动件安装面的平行度误差。4)由于主轴箱平衡机构不一，丝杠的具体尺寸也不同，装配时需按原丝杠尺寸装配。5)经修理后，前立柱、主轴箱导轨均有变动，使主轴箱光杠孔上下端和床身上的快速移动装置联接套孔不同轴，在装上垂直光杠后应校直主轴、前立柱使上下三点同轴。在初步校正主轴对床身侧导轨的平行度后重新拧紧立柱螺钉。此时两立柱的两销孔需在各项几何精度检验合格后，在精磨主轴锥孔前重佼。6)三层主轴结构的主轴锥孔径向圆跳动项目，仅靠控制单件精度是很难达到的。在主轴组经空运转精度稳定后，还需增加自磨工序，即在工作台上安装内圆磨具，主轴作低速运转时磨削主轴锥孔。7)设有花盘的惶床，在主轴箱部件装配完成，又经空运转试验主轴组精度达到稳定后，应作自车削平旋盘。"
镗床主轴某部分实际转速与铭牌示值不符的故障原因及排除方法是什么？,故障产生的原因是某变速齿条杆前端细直径轴折断，不能将拨叉齿轮推至正确位置，得不到需要的转速。应先拆下主轴变速机构，查找断损的齿条按有关要求制造并重新装配。
机床小负荷切削时快速离合器打滑，即使调节弹簧也无效，其故障产生原因及排除方法有哪些？故障产生原因及排除方法如下：I)主轴箱、工作台部分的导向压板、镶条及滑动部分等装置装配过紧。查看镶条接触的导轨面润滑状态和镶条松紧情况，并消除可棚整的紧困镶条和压板的制动作用Q2)机床各轴上的螺母拧得过紧。用手扳动机床各滑动部分检查、调整其轻重程度至适中。3)升降丝杠对立柱、光杠对床身导轨平行度未达要求。检查修复。5)弹簧疲劳或摩擦片磨损。更换弹簧及摩擦片。6)33．惶床上滑座移动时，下滑座也发生少量的移动，妨碍正常校正和加工，其故障应如何排除？,故障产生的原因主要是离合器轴与蜗杆及内衬套因断油或残留毛刺相互研咬，上滑座在移动时该轴转动，衬套及蜗杆也跟着转动带动蜗杆，造成下滑座有少量的移动。卸下离合器轴，查清咬伤部位并予以排除，重新调好。
镗床无快速移动的故障原因及排除方法有哪些？,故障原因及排除方法如下：I)电气故障，快速电动机故障或电磁起动器不动作。检查电动机、电磁起动器进行排除。2)离合器打滑，通常是因离合器调整不当或是摩擦片磨损。调整离合器或更换摩擦片。3)保险弹簧失效。应更换弹簧修复。4)工作台部件阻力过大。调整压板、镶条等，使各部件间隙适中。
镗床工作台纵向进给时有爬行的故陬原因及排除方法有哪些？,故障原因及排除方法如下：I)导轨副润滑不良。加强润滑。2)下滑座传动蜗轮蜗杆副或齿轮齿条副啃合过紧。检查间隙，作适当调整，保证有良好的润滑，使传动轻便。3)下滑座与导轨接触不良或镶条调整不良。检查导轨副和镶条间隙以及接触点，调整或修刮两面至合适。4)进给光杠过弯。更换光杠。5)传动光杠、齿条与机床导轨平行度误差过大。检查平行度误差并予以排除，使运动无阻滞现象。
镗床下滑座最低速运动时有爬行现象，光杠有明显振动的故障原因及排除方法有哪些？,故障产生原因及排除方法如下：1)下滑座镶条调得过紧。检查并重新调整镶条，使松紧程度适中。2)下滑座蜗杆副啃合过紧。吊下工作台和上滑座，（吊拆前将丝杠从床身后端抽出），检查和调整下滑座蜗杆副间隙，不能过紧。3)导轨接触情况不好。改善下滑座和床身的接触情况和润滑条件。
镗床工作台回转定位不准确的故障原因及排除方法有哪些？,故障原因及排除方法如下：I)工作台中心轴承间隙大，造成定位精度不稳定。应重调工作台中央的定位轴承，使其间隙尽量小，但不能把轴承外环压得过紧，以免工作台中间变形。2)定位轴的调整垫的厚度配磨的不合适，造成回转定位不准确。应按成品精度检验方法测量工作台在两个定位点的误差。重新配磨调整垫，使其达到精度要求。
镂床主轴制动失灵的故障原因及排除方法有哪些？,主轴制动失灵的故障原因及排除方法如下：I)因制动带磨损或调整不当使制动力不够。应重新调整或更换制动带。2)电磁制动器衔铁行程过大，动作有阻滞或“卡死“现象。应检查重新调整电磁制动器的衔铁行程，使之处于制动状态。3)电磁制动器线圈烧坏。应更换新线圈。
镗床用平旋盘刀架镜孔与用主轴镂孔二者同轴度超差的原因及消除方法有哪些？,误差产生的原因及消除方法如卜：1)平旋盘轴各轴承点不同轴。应修复各支承点的同轴度误差，使其不得超过0.005mm。2)镜套和主轴配合间隙过大。修复主轴副间隙小于0.02mm。3)平旋盘定位锥孔与平旋盘锥体配合不良（新结构为圆柱体）。应以平旋盘锥体为基准刮研平旋盘锥孔，达到良好配合，旋紧螺母，不许松动。4)主轴弯曲C修复或更换主轴。
镗床用主轴精铣平面，已加工面对安装基面垂直度超差的故障原因及排除方法有哪些？,误差通常因铣刀刀头旋转平面与工作台平面不垂直造成，排除方法如下；l)床身安装精度差。应调整床身安装水平。2)前立柱导轨对床身导轨的垂直度超差。应按要求调整、修复精度。3)主轴回转中心线对前立柱导轨的垂直度超差。应调整主轴箱镶条，保证接触良好，移动无阻滞，0.03mm塞尺不得插入。4)工作台对主轴中心不平行。应检查并修复。
L齿轮加工机床分哪几类？各类机床中又包括哪些类型机床？,齿轮加工机床是用来加工齿轮轮齿表面的机床。由于齿轮传动能保证传动精确、转矩大、效率高、结构紧凑、可靠耐用等优点，因此齿轮传动在各种机械及仪器仪表中得到广泛应用。随着现代科学技术和工业水平的不断提高，齿轮加工机床也得到很大发展，成为机械制造工业中一种重要的加工设备。齿轮加工机床一般可分为圆柱齿轮加工机床和锥齿轮加工机床两类。(1)圆柱齿轮加工机床这类机床又可分为圆柱齿轮切齿机床及圆柱齿轮精加工机床两类。切齿机床中，主要有插齿机、滚齿机、花键铣床、车齿机等；精加工机床中包括剃齿机、珩齿机及各种圆柱齿轮磨齿机等。(2)锥齿轮加工机床这类机床可分为直齿锥齿轮加工机床和曲线齿（弧齿）锥齿轮加工机床两类。直齿锥齿轮加工机床包括加工直齿锥齿轮的创齿机、铣齿机、拉齿机以及精加工磨齿机等。曲线齿（弧齿）锥齿轮加工机床包括用千加工各种不同曲线齿锥齿轮的铣齿机、拉齿机及精加工磨齿机等。
齿轮加工机床加工方法按其工作原理可分成哪两类？,齿轮加工机床种类繁多，它们的加工方法虽各不相同，但按其工作原理来说，可分为成形法和展成法两大类。(1)成形法（也叫仿形法）按此原理加工圆柱齿轮时，所用刀具的刀刃形状与被加工齿轮齿槽截面形状相同。这类成形刀具有单齿廓和多齿廓两种。(2)展成法（也叫滚切法）此方法是建立在齿轮喳合原理基础上的。
插齿机是利用什么原理加工齿轮的？插齿机主要用于加工哪些齿轮？,插齿机是按展成法来加工圆柱齿轮的，如同两个齿轮作无间隙的啃合运动，其一是插齿刀，另一个是被加工齿轮（如图12-I所示）。插齿刀是由高速钢等刀具材料制成，在轮齿上刃磨出前角和后角，形成切削刃。插齿时，插齿刀作上下往复的切削运动，同时要求插齿刀和齿还之间严格保持一对渐开线齿轮的啃合关系。由于一个渐开线齿轮可以和模数相同而齿数不同的齿轮呐合，所以一把插齿刀可以加工模数相同而齿数不同的齿轮。插齿加工广泛用于加工直齿圆柱齿轮、斜齿轮、内齿轮、双联或三联齿轮，以及人字齿轮和齿条等，也可以用千加工齿扇及特殊齿形的零件。
用圆盘形插齿刀插齿时产生齿距煽差的原因是什么？应如何清除？,误差产生的主要原因如下：1)工作台或刀架蜗杆副中蜗杆的轴向齿距误差和安装偏心，分度蜗杆的齿距偏差。2)插齿刀的齿距偏差。3)工件和刀具的安装偏心。4)刀架体固定导轨和滑动导轨由于磨损不均匀，致使插齿刀运动轨迹不正确。5)工作台主轴锥面与工作台体锥孔的接触面过紧，运动时摩擦发热，产生热变形，使工作台与工作台体端接触不良，引起工作台振动。消除方法是：调整工作台或刀架体的分度蜗杆；正确安装工件和刀具，并准确调整；修复磨损的刀架体固定导轨和滑动导轨；仔细调整工作台主轴和主轴孔的配合。
"用圆盘形插齿刀插齿时产生齿距累积误差的主要原因及消除方法有哪些？",误差产生的原因及消除方法如下：1)工作台和刀架体分度蜗轮蜗杆副有磨损，造成运动误差，蜗杆轴向窜动和啃合间隙过大时，应调整工作台或刀架分度蜗轮蜗杆的啃合间隙，必要时修复蜗杆副。2)工作台有较大的径向圆跳动误差时，仔细刮研工作台主轴及工作台壳体上的圆锥接触面。3)插齿刀主轴端面圆跳动（安装插齿刀部分）超差，则应重新安装插齿刀并调整其位置，使误差相抵消，必要时修磨插齿刀主轴端面。4)进给凸轮磨损，或轮廓不精确，径向圆跳动超差时，则应修复凸轮轮廓。5)插齿刀安装后径向圆跳动与端面圆跳动超差时，应修磨插齿刀垫。6)工件安装不符合要求和刀具安装偏心，应童新安装工件和刀具口7)工件定位心轴本身精度不符合要求时，应修磨工件定位心轴使之与工作台旋转中心重合，同时保证工件孔与工件定位心轴的配合要合适，不能太松，否则更换新的定位心轴。8)插齿刀齿距累积误差过大时，改换插齿刀。9)工件端面和工作台端面产生跳动，检查工件的两端面以及工件垫的两端面都必须平行，安装时工件端面须与安装孔垂直，检查工件定位心轴的精度，并加以修正或更换新件。10)让刀不稳定，刀架体内镶条松动，应检查并调紧镶条。
用圆盘形插齿刀插齿时产生齿向误差的主要原因及消除方法有哪些？,误差产生的原因及消除方法如下：1)插齿刀主轴移动方向对工作台轴线的平行度超差时，则应重新安装刀架井校正。2)插齿刀安装后有径向和端面圆跳动误差，则应修磨插齿刀刀垫，并保证安装位置正确。3)工件安装不合要求，应仔细调整，并检查使之合乎要求。4)工件定位心轴轴线倾斜，应调整修磨使之与工件端面垂直。
用圆盘形插齿刀插齿时产生齿形误差的主要原因及消除方法有哪些？,齿形误差产生的原因及消除方法如下；I)若插齿刀刃磨不正确，存在齿形误差和前角偏差时，应重磨插齿刀前刀面使之正确。2)检查并调整分度蜗杅的轴向窜动，使之合格。3)检查或更换传动链中精度太低的零件，避免产生运动误差。4)工作台有较大的径向圆跳动误差时，应仔细刮研并修复工作台中轴及工作台壳体上的圆锥接触面使之合格。5)插齿刀主轴端面圆跳动（安装插齿刀部分）超差，插齿刀安装后有径向和端曲圆跳动误差，应修磨插齿刀刀垫，重新安装调整插齿刀的位置，使误差相互抵消，必要时修磨插齿刀主轴端面。
用圆盘形插齿刀插齿时产生齿面表面粗糙度变粗的原因及消除方法有哪些？,工件齿面表面粗糙度变粗的主要原因及消除方法如下：l)机床传动链的精度不高或磨损后间隙过大，某些环节在运动中出现振动和冲击以致影响机床传动平稳性，找出精度降低或磨损环节加以校正或修复、更换新件。2)工作台主轴配合面接触情况不好，接触过紧工作台转动沉重，摩擦发热，运转时产生振动；接触过松，运转时工作台游动。应修刮导轨面，使其接触面情况良好，并要求接触均匀，旋转一周中应无轻重不均的感觉。3)分度蜗杆的轴向窜动或分度蜗杆蜗轮的啃合间隙过大，运转中产生振动，应修磨调整垫片，纠正分度蜗杆的轴向窜动；调整分度蜗杆支座以校正分度蜗杆蜗轮副的间隙大小适中。4)让刀机构工作不正常，回程时刮伤工件齿面，则应惆整让刀机构。5)插齿刀刃磨不好，或切削刃磨钝，使齿面有撕裂现象．应重新修磨插齿刀切削刃，使插齿刀角度正确。6)若进给量太大，则应选取适当的进给量。7)上件和丿｝具安装小紧，切削时产生振动，则应重新安装工件、调整刀具。8)切削液太脏则应更换新液并充分浇注。9)齿还硬度不均匀则应改善热处理状况。
Y38-I滚齿机刀架滑板升降爬行的故障原因及排除方法有哪些？,"刀架滑板爬行的故障原因及排除方法如下：l)油管阻塞，油质过脏，油压不稳。应检修调压阀，冲洗油管，清洗换油，调整压力至l.2~1.5MP,。2)传动零件精度差，窜动大。应检查测量丝杠、螺母等传动零件，更换精度超差的零件。3)交换齿轮没挂好。应重新调整到用一张薄纸在咽合处通过，压痕均匀，再紧固好交换齿轮不得松动。4)刀架立柱滑轨、刀架滑轨与刀架滑板相互研伤。应仔细检查，对划伤处进行刮研，并保证精度。5)电动机V带过松。应调整或更换V带。"
滚齿机刀架立柱齿轮“卡死”的故障应如何排除？,滚齿机刀架寸井齿轮“卡死”应按不同情况分别排除：l)若装配间隙过小，则应适当放大间隙。2)检查轴向推力和弧齿锥齿轮旋向是否装错，使轴向推力方向相反，若是装错则应进行调换。
滚齿机工作时噪声严重、振动过大的故障应如何排除？,滚齿机工作时噪声严重（超过85dB)，振动过入应从以下方面排除：l)若因主传动部分的齿轮、轴承精度过低，则应更换轴承，配研或更换齿轮，调整好间隙。2)检查基础及安装情况，若机床安装稳固不好，则应重做基础，重新安装机床，调整水平。3)若因切削用量选用不当，则应根据工艺规范合理选择切削用量。
滚齿机加工时齿面出棱的误差应如何消除？,滚齿加工时齿面出棱误差产生的主要原因是刃磨滚JJ时JJ齿等分性不好，或滚刀安装时径向圆跳动或端面圆跳动误差过大，则应重磨滚刀前刀面，控制刀齿等分性误差，并保证刀轴和滚刀安装的径向圆跳动和端面圆跳动精度合格。
Y38-1滚齿机空运转试验前应做哪些准备？,Y38-1滚齿机空运转试验前应做如下准备工作：1)将机床词整好，用煤油清洗擦净机床。2)电气系统要完全千燥，电气限位开关装置要固紧，电源须接通地线。3)主电动机V带松紧应适度，过紧会增加电动机负荷，过松会造成重载时因打滑而停车。4)工作台及刀架滑板等各导轨的端部，用0.04mm的塞尺检查，其插入深度小于20mm。5)机床各固定接合面的密合程度，用0.03mm的塞尺检查，应插不进去。6)机床各交换齿轮侧隙调整要适当，交换齿轮架要固紧，机床罩壳应装好。7)各操纵手柄必须转动灵活，无阻滞现象。检查各传动机构、脱开机构的位置是否正确；快速机构用手作转动试验，并放置在停车位置上。8)检查各润滑油路装置是否正确，油路是否畅通，各部分润滑情况是否良好，润滑油是否清洁无杂质。
Y38一1滚齿机空运转试验内容及规则有哪些？,"Y38-1滚齿机空运转试验内容及规则如下：1)主轴以n=47.5dmin、79,/min、127,/min、192dmin四种转速依次运转，在各种规定转速下至少运转0.5h。最高转速须运转足够的时间（不得少于lh)，使主轴承达到稳定温度为止。2)在最高转速下，主轴轴承的稳定温度不应超过55t:,其它机构的轴承温度不得超过50t:。3)工作台的运转速度按z=30,K=l的分度交换齿轮选搭，根据主轴转速依次运转，使工作台由1.6./min依次变速到6.5.lmin,井检验分度蜗杆副在运转中的啃合情况。4)进给机构应按最低、中等、最高三级进给量分三次进行空运转试验，快速进给机构也应作快速升降试验。5)工作台进给丝杠的反向空行程量不得超过1心0r。转动手柄所需的力不得超过80N。6)各档交换齿轮和传动用的啃合齿轮轴向错位量不得超过0.5mm。各栏离合器在咽合位置时应保证正确地定位。7）在所有速度下运转，机床的各工作机构应平稳，不应有不正常的冲击、振动及噪声。"
滚齿加工齿圈径向圆跳动超差应如何消除？,齿圈径向圆跳动超差可从下列方面寻找原因加以消除，1)齿蚽内孔轴心线（齿轮轴为轴线）与工作台回转轴线个重合或安装偏心，则首先应保证齿蚽加工精度，井提高齿还基准面精度要求。2)心轴与工作台回转轴线不重合，心轴本身跳动太大，则应使心轴、垫圈、夹紧螺母保持所要求的精度和表面粗糙度。3)用顶尖装夹定位时，上、下顶尖有偏摆，机床轴线偏心，则应从提高顶尖及齿蚽中心孔的制造质量着手．并保护好中心孔。4)若夹具定位端面与工作台回转轴线不垂宜时，则应改进夹具结构，提高夹具定位面精度。
剃齿加工时引起齿形误差和基节偏差超差的原因及消除方法有哪些？,剃齿加工齿形误差和基节偏差超差的原因及消除方法如下：I)若因剃齿刀齿形误差和基节误差引起，则应提高剃齿刀刃磨精度加以消除。2)仔细安装工件和剃齿刀，消除安装偏心。3)正确调整轴交角。4)保证齿轮剃前加工精度，减小齿根及齿顶余量。5)剃齿刀磨损后应及时刃磨。
剃齿加工时产生齿距累积误差、公法线长度变动及齿圈径向圆跳动超差的原因是什么？应如何消除？,误差产生的原因及消除方法如下：l)若为剃前齿轮的齿距累积误差、公法线长度变动及齿圈径向圆跳动误差较大，则应从提高剃前齿轮加工精度方面着手解决。2)在剃齿机上剃齿刀径向圆跳动误差大（装夹偏心），则对剃齿刀重新安装，要求其径向圆跳动误差不能过大。3)在剃齿机上齿轮齿圈径向圆跳动误差大（装夹偏心），则应提高齿轮的安装精度。
剃齿加工时齿向误差超差（两齿面同向）应如何消除？,齿向误差超差（两齿面同向）产生原因及消除方法如下，l)剃前齿轮齿向误差较大时，则应提高剃前齿轮加工精度。2)轴交角调整误差过大时，则应提高轴交角的调整精度。
剃齿加工时齿向误差超差（两齿面异向，呈锥形）应如何消除？,误差产生的原因及消除方法如下：I)心轴线夹具的支承端面相对于齿轮旋转轴线歪斜，则应校正心轴线夹具，提高齿轮安装精度。2)机床部件和心轴刚度不足，则应加强机床部件和心轴刚度，或换刚度好的部件。3)在剃削过程中，由于机床部件的位置误差和移动误差，使剃齿刀和齿轮之间的中心距不等，则应提高工件和刀具的安装精度，减少剃齿余量。
成形法磨齿两边齿形均匀偏斜的误差应如何消除？,磨齿时两边齿形均匀偏斜的误差产生原因主要是由于砂轮修整器和金刚石对齿轮轴线的位置不对，应向两相反方向调移两个金刚石的位置。同时，调整磨削深度。
成形法磨齿齿根偏厚误差的原因及消除方法有哪些？,齿根偏厚误差产生的原因主要是修整砂轮外圆的金刚石没有调整好，砂轮磨人齿槽的深度不够所致。可通过减小修整砂轮外圆的金刚石伸出半径，加大砂轮磨人齿槽的深度，重新修整砂轮的方法来消除。
成形法磨齿齿距累积误差大的原因及消除方法有哪些？,齿距累积误差大产生的主要原因是分度盘安装偏斜或径向圆跳动误差过大，工件安装偏斜，头架顶尖偏斜过大。消除方法是：千确安装分度盘，校正径向圆跳动精度，重新安装工件，调整头架顶尖，减小偏摆。
"Y7131齿轮磨床工作台在工作时突然停止移动的故障原因及排除方法有哪些？",故障产生的原因及排除方法如下：1)滚动运动的启闭手柄上的定位销未将手柄定位，在工作中手柄滑移至“停止”位置，应调整手柄的定位装置，使定位准确可靠。2)安全离合器打滑，应检查工作台制动器等，再调整摩擦离合器，调整后应达到设备声音正常。工作台滑鞍沿床身导轨作均匀的往复运动时，如果在工作台上反其运动方向使用50~60N的作用力，此时摩擦离合器应打滑，起到安全保护作用。
Y7131齿轮磨床快速移动时将工作台滑鞍顶起的故障原因及排除方法是什么？,故障原因主要是工作台滑鞍上控制快速运动的挡铁底面在通过扇形齿轮上的挡铁顶面时，将工作台滑鞍顶起。排除方法是修磨工作台滑鞍上的挡铁底面至能通过为止
刀开关如何选择？,刀开关按线路的额定电压、计算电流及断开电流选择，按短路电流校验其动、热稳定值。刀开关断开负载电流不应大千制造厂允许断开的电流值。一般结构的刀开关通常不允许带负载操作，但装有灭弧室的刀开关，可做不频繁带负载操作。刀开关所在线路的三相短路电流不应超过制造厂规定的动、热稳定值
熔断器应如何选择？,"对于熔断器，一般首先选择熔体的规格，再根据熔体的规格去确定熔断器的规格。(1)熔体额定电流的选择1)对电炉、照明等电阻性负载电路的短路保护，熔体的额定电流，应稍大千或等于负载的额定电流。2)对多台电动机负载的短路保护，熔体的额定电流I邸应等于1.5-2.5倍，容量最大的电动机额定电流IN血X、加上其余电动机额定电流的总和UN,即IRN=(15~25)I悍..+:e:IN在电动机功率较大，而实际负载较小时，熔体额定电流可适当选小些，小到以起动时熔丝不断为准。(2)熔断器的选择1)熔断器的额定电压，必须大于或等于线路的工作电压。2)熔断器的额定电流，必须大于或等于所装熔体的额定电流。"
如何正确选择接触器？,"正确的选择接触器，就是要使所选用的接触器的技术数据满足控制线路对它提出的要求。(I)选择接触器的类型交流负载应使用交流接触器，宜流负载应使用直流接触器口如果控制系统中主要是交流电动机，而直流电动机或直流负载的容量比较小，也可全用交流接触器控制，但是触头的额定电流应适当选择大些。三相交流电路中，一般选三极接触器；单相及直流系统中，则常用两极或三极并联。当交流接触器用于直流系统时，也可采用各级串联方式，以提高分断能力。(2)选择接触器主触头的额定电压和额定电流通祜选择接触器触头的额定电压不低于负载回路的额定电压。主触头的额定电流不低于负载回路的额定电流。(3)控制电路、辅助电路参数的确定接触器的线圈电压，应按选定的控制电路电压确定。一般情况下多用交流电控制，当操作频繁时则选用直流电(220V、110V两种）控制。接触器辅助触头种类及数量一般可在一定范围内根据系统控制要求确定其常开、常闭数量及组合形式，同时应注意辅助触头的通断能力。当触头数量和其它额定参数不能满足系统要求时，可增加接触器或继电器以扩大功能。一般情况下，回路有1-5个接触器时，控制电压可采用380V,当回路超过5个接触器时，控制电压采用220V或110V,此时均需加装隔离用的控制变压器。(4)动、热稳定校验当线路发生三相短路时，其短路电流不应超过接触器的动、热稳定值；当使用接触器切断短路电流时，还应校验其分断能力。(5)允许动作频率校验根据操作次数校验接触器所允许的动作频率。接触器在以下频繁操作时，实际操作频率超过允许值、密接起动、反接制动及频繁正、反转等，为了防止主触头的烧蚀和过早损坏，应将触头的额定电流降低使用，或者改用重任务型接触器。这种接触器由千采用了银铁粉末冶金触头，改善了灭弧措施，因而在同样的额定电流下能适应更繁重的工作。"
笼型异步电动机常采用的保护措施有哪些？,笼型异步电动机常采用的保护措施有如下几种：(I)短路保护当电动机发生短路时，短路电流将引起电动机和供电线路的严重损坏，为此必须采用保护措施。通常使用的短路保护装置是熔断器、断路器。熔断器的熔体（熔片或熔丝）是由易熔金属（如铅、锌、锡）及其合金等做成的。当被保护电动机发生短路时，短路电流首先使熔体熔断，从而将被保护电动机的电源切断。用熔断器保护电动机时，可能只有一相熔体熔断而造成电动机断相运行。用断路器作短路保护时则能克服这一缺陷，当发生短路时，瞬时动作的脱扣器使整个开关跳开，二相电源便同时切断。(2)过电流保护短时过电流虽然不－定会使电动机的绝缘损坏，但可能会引起电动机发生机械方面的损坏，因此也应予以保护口原则上，短路保护所用装置都可以用作过电流保护，不过对有关参数应适当选择。常用的过电流保护装置是过电流继电器。(3)过载（热）保护过载保护是保护电动机绕组工作时不超过允许温升。引起电动机过热的原因很多，例如，负载过大、三相电动机单相运行、欠电压运行及电动机起动故障造成起动时间过长等，过载保护装置则必须具备反时限特性（即动作时间随过载倍数的增大而迅速减少）。为了使过载保护装置能可靠而合理地保护电动机，应尽可能使保护装置与电动机的环境温度一致。为了能准确地反映电动机的发热情况，某些大容量和专用的电动机制造时就在电动机易发热处设置了热电偶、热动开关等温度检测元件，用以配合接触器控制它的电源通断。常用的过载保护装置是热继电器和带有热脱扣的断路器。(4)欠电压保护正常工作的电动机，由于电源停电而停止转动后，当电源电压恢复时它可能自行起动（也称自起动）。电动机的自起动可能造成人身事故和设备、工件的损坏。为防止电动机自起动，应设置失压保护。通常由电动机的电源接触器兼做失电压保护。(5)断相保护断相保护用于防止电动机断相运行。可用ZDX-1型、DDX-1型电动机断相保护继电器以及其它各种断相保护装置完成对电动机的这种保护。
电动机的噪声源一般可分为几大类？可用什么方法判别噪声的故障类别？,电动机噪声故障的诊断，要根据电动机所驱动的设备类型、用途、转速及电动机机座尺寸等因素而定。电动机的噪声源不外乎电磁噪声、机械振动噪声和通风噪声三大类，一般可用以下方法判别其噪声的故漳类别：电磁噪声会随外加电压及负载的升高而增强。电动机起动时，该噪声显著增大，而在电动机空转时，噪声会立即消失；机械振动噪声和通风噪声却与外加电压及负载电流无关，而与转速的高低有关。由定于三相绕组不对称或匝间短路等故障所造成的电磁噪声会导致二相电流的不平衡；由笼型转子断笼或绕线式转子三相绕组不对称所造成的故漳，则会导致定子电流的波动并产生周期性的振动。电磁噪声与机械振动噪声会时隐时现．通风噪声则相对稳定。电动机如出现以通风噪声为主的噪声，在其进、出风口和风扇附近的噪声较其它部位要强。
电动机绝缘的诊断方法有哪些？,"电动机绝缘诊断最常用的方法是绝缘电阻的测定，其方法如下：l)测定）l绝缘电阻应在电动机运转以前用1.0或1.5级手摇式兆欧计进行。额定电压低于500V的电动机，宜用500V兆欧计测定；额定电压500V以上及3000V以下的电动机，要用!OOOV兆欧计测定；而额定电压为3000V及以t的电动机，则要用2500V兆欧计测定。绝缘电阻值是指施加在电动机绕组上的直流电压与指定时间内流过绝缘的总电流之商。在测弑过程中，流过绝缘的泄漏电流始终不变，但绝缘中的充电电流和吸收电流，即随时间的延续而衰减，因而绝缘电阻值不断增加，开始时增加迅速，而后渐趋稳定。中小型电动机一般在30,后可达最终值，而干燥、良好的绝缘及分布较大电容的大型电动机，其绝缘电阻要数分钟才能趋于稳定。此时，以外施电压!min时的绝缘电阻（凡,)为准。2)在诊断测定绝缘电阻的过程中，兆欧计的转速要保持基本恒定，以免测量电压波动而引起电动机绝缘的充放电而导致兆欧计指针的摆动；测电容较大的电动机时，在读数后，应将兆欧计的转速逐渐降低，以免电动机在测定过程中所贮存的电荷向兆欧计迅速放电而使其指针受到冲击。测定大、中型电动机的绝缘电阻后应进行放电（可将绕组与机壳短接），以免人体触及时受到电击。如需重复测量，则放电时间应不低于测量时间，否则会在第二次测量时受残留电荷的影响，而使充电电流减小，并使所测绝缘电阻值凡。偏高。"
"电动机振动包括哪几种情况？",电动机振动一般包括以下三种情况：l)空载时振动。2)加负载后振动。3)运行中突然发生振动。在处理和分析电动机振动问题时，首先应检查周围设备或基础对电动机的影响，然后再拆开联轴器，使电动机空转检查。
