questions,answers
什么是振动，如何查找故障？,振动是指机床在高速运行时可能出现的问题，通常属于速度问题。应从给定信号、反馈信号及速度调节器本身三方面查找故障。分析机床振动的周期是否与进给速度有关，根据有关性来判断是速度环增益太高、速度反馈故障还是位置环增益太高、位置反馈故障造成的。
伺服电动机不转时，如何进行诊断？,若伺服电动机不转，可进行以下诊断方法：(1) 检查数控系统是否有速度控制信号输出。(2) 检查使能信号是否接通，观察 I/O 状态并分析机床 PLC 梯形图（或流程图）以确定进给轴的起动条件是否满足。(3) 对带电磁制动的伺服电动机，检查电磁制动是否释放。(4) 检查进给驱动单元是否故障。(5) 检查伺服电动机是否故障。
什么是位置误差，包括哪些类型？,位置误差是指伺服轴运动超过位置允差范围时，数控系统产生的报警。位置误差包括跟随误差、轮廓误差和定位误差等。
607# 和 608# 报警分别代表什么？,607# 报警表示电流控制器输出极限，可能是电机中的输入给定无效，电机没有连接或缺相。608# 报警表示速度控制器输出极限。
当出现 414 号报警时，可能的原因有哪些？,414 号报警（伺服异常）可能的原因包括电机的动力线短路或放大器故障等。
如何检查和排除 414 号报警故障？,检查诊断号 DNG720.4 位是否为 “1” ，如果为 “1” ，表明电流异常。可以检查电机的动力线是否对地短路，如有短路，需要更换动力线以排除故障。
"DNG720.5 位为 ""1 表示什么故障原因？","DNG720.5 位为 ""1 表示过电流，通常由于机械部分故障造成。"
如何排除过电流故障？,排除过电流故障的方法包括拆开丝杠检查、清洗丝杠、检查油路以及重新调整镶条。
409 号和 447 号报警分别表示什么？,409 号报警表示伺服电机出现异常，447 号报警表示伺服异常，通过硬件检测到内置脉冲编码器故障。
如何排除 X 轴伺服电机编码器故障？,排除 X 轴伺服电机编码器故障的方法是更换编码器。
411 号报警表示什么？,411 号报警表示 X 轴移动时位置偏差大于设定值，实质为跟随误差大，可能是进给系统机械或电气故障。
查找 411 号报警故障原因需要遵循什么原则？,查找 411 号报警故障原因需要遵循先机械后电气的原则。
什么类型的报警在开机时出现在 VMC.850 立式加工中心的屏幕上？,开机时，屏幕上同时出现 1006 ＃主轴故障， 439#X 、 Y 、 Z 三个伺服单元 DC 电压高（过电压）， 9011 ＃过电压报警。
FANUC 公司维修手册对 439# 和 9011# 报警的提示是什么？,439# 报警提示 DPSM 直流链路电压过高、＠SPMR 直流链路电压过高或＠ aseriesSVU 直流链电压过高。9011# 报警提示需检查 PSM 的选定或检查输入电源电压和电机减速时的电源电压变动。
维修过程中检查了哪些部件，发现的问题是什么？,经过检查，发现 PSM 电源模块显示 7 ＃报警， SPM 主轴单元显示 11 ＃均为过电压。测得 AC 输入电压为 217V，属于正常范围。DGN 诊断显示 200.31 位 HVA 过电压（伺服）。
电源供电类型是什么？,答案1: 供电电源为三相五线制。
保护接地线和工作零线间的阻值应该大于多少？,答案2: 保护接地线和工作零线间的阻值应该大于30。
当去掉零线并接上RS-232C插头时，会怎么样？,答案3: 开机正常。
当去掉保护接地线时，会怎么样？,答案4: 去掉保护接地线后，正常但机床外壳带电。
387#报警内容是什么？,答案5: X AXIS:ABNORMAL ENCODER(EXT) 分离式检测器发生某种异常。
447#报警内容是什么？,答案6: X AXIS:HARD DISCONNECT(EXT) 通过硬件检测到分离式检测器断线。
X轴伺服采用什么作为位置检测反馈元件？,答案7: X轴伺服采用HEIDENHAIN光栅尺作为位置检测反馈元件。
802D 数控铣 XD-40 开机后出现哪些报警？,一台 802D 数控铣 XD-40 开机后，X 轴回零时出现报警 700016、380500、025201 和 003000。
个报警中主要矛盾是什么？,4 个报警中主要矛盾是 380500 报警，驱动 611U 的 504#报警。由于它产生 025201#轴 Xl 伺服故障、700016 驱动未就绪，进而 003000 急停报警。
如何将全闭环系统暂时改为半闭环系统？,"为了不影响生产，可以利用伺服电机装置内提供的脉冲编码器，让它既作速度反馈又作位置反馈元件，将全闭环系统暂时改为半闭环系统用。同时需要修改相关参数，如 1815.1 位由 “1” 改 “O""; 1821 #不变； 2002.3 位由 “1” 改 “0"";2024 #改为 12500;2084 #改为 2;2085 #改为 125。"
802D 数控铣 XD-40 出现报警 380500 和 504#的原因是什么？,802D 数控铣 XD-40 出现报警 380500 和 504#的原因是驱动 611U 的问题，需要对驱动进行检查和维修。
504#报警的可能原因有哪些？,答：504#报警的可能原因包括电机编码器的信号级过低、故障（不正确的屏蔽）或中断监控功能已响应。
应采取哪些措施来解决504#报警？,答：为了解决504#报警，可以采取以下措施：使用西门子原装预装编码器电缆、检查编码器、电机和控制模块之间的电缆和连接、检查控制模块面板前部的屏蔽连接（顶部螺钉）、检查频繁的中断原因、更换编码器电缆或控制模块、对于齿轮编码器，检查齿轮和传感器间的间隙、更换编码器、编码器和电机。
维修过程中的检查和更换步骤是什么？,答：维修过程中，首先检查编码器电缆，在X轴伺服电机端的编码器电缆插头处，发现冷却液进入使电机编码器的信号级过低。交换X轴、Y轴编码器电缆，发现故障转移到Y轴。用电吹风机将电缆烘干，故障排除。
802D数控铣025050#、608#报警的故障现象是什么？,答：802D数控铣025050#、608#报警的故障现象是Z轴回零出现025050#、Z轴轮廓监控，以及380500急停驱动Zl，代码608#（611U）报警。
代码608#（611U）报警表示什么？,答：代码608#（611U）报警表示转速控制器输出受限，转速控制器处于极限状态（扭矩或电流限制）时间过长，超出允许时间。
数控机床 003000 #急停报警故障的现象是什么？,一台 802D 数控铣 XKA715 开机系统启动完成后，伺服使能送不上。当压下伺服使能按钮后，屏幕上立刻显示 003000 急停报警。
如何分析和判断 003000 #急停报警故障？,观察电源模块绿灯正常，但不能转换成黄灯；伺服模块也处于正常。测输入电源电压交流 380V 正常。
如何维修 003000 #急停报警故障？,采用交换法，将另一台机床的电源模块换上后故障依旧，因此不能怀疑电源模块有问题。此时测电源模块的输出直流电压只有 358V ，远远低于 540V ，估计外围供电有问题。仔细检查发现母线槽一相保险松动，接触不良引起故障。
数控机床的自诊断功能有哪些优点？,数控机床的自诊断功能很强， FANUC 、 SIEMENS 公司提供了丰富的诊断信息，从硬件和软件控制上设计了上百种保护和报警，从而为数控机床的正常使用和维护维修提供了很大方便。
进给伺服控制系统由哪些部分组成？,进给伺服控制系统一般由驱动控制单元、驱动元件、机械传动部件、执行元件和检测反馈环节等组成。
FANUC伺服装置有哪些类型？,FANUC伺服装置按主电路的电源输入是交流还是直流可分为伺服单元（三相交流电）和伺服模块（通常为 DC 300V）两种。
SIEMENS SIMODRIVE 611伺服驱动器包括哪些模块？,SIEMENS SIMODRIVE 611伺服驱动器包括电源模块、控制模块和功率模块等模块。
机械传动机构有哪些形式？,机械传动机构主要有滚珠丝杠螺母副、静压蜗杆—蜗轮条传动、齿轮齿条传动和带传动等形式。
进给伺服系统位置检测装置有哪些类型？,进给伺服系统位置检测装置按类型不同分为绝对编码器和相对编码器；按连接形式不同分为伺服电动机内装编码器的位置检测装置和分离型检测装置的位置检测装置。]
数控机床编程与操作故障会出现什么问题？,编程与操作故障会导致报警和机床事故，操作者需要从自身寻找原因并分析，而维修人员需要熟悉操作和编程知识才能准确分析诊断故障产生的原因。
机床坐标系是什么，如何建立？,机床坐标系是确定机床运动方向和移动距离的系统，在数控机床中，标准坐标系是一个右手笛卡儿直角坐标系，用右手螺旋法则判定。坐标轴的确定方法是先取产生切削力的主轴轴线为 Z 轴，刀具远离工件的方向为正方向。
数控机床的加工运动包括哪些部分？,数控机床的加工运动主要分为刀具的运动和工件的运动两部分，其中刀具的运动是相对静止的工件进行的，工件静止不动，刀具运动。
坐标轴确定的方法及步骤是什么？,坐标轴确定的方法及步骤是先取产生切削力的主轴轴线为 Z 轴，刀具远离工件的方向为正方向。]
在没有主轴的情况下，如何确定 Z 轴的方向？,Z 轴的方向为垂直于工件装夹面的方向。
如何确定 X 轴的方向？,X 轴的方向取决于机床的类型。对于工件作回转切削运动的机床，X 轴在水平面内垂直于工件回转轴线。对于刀具作回转切削运动的机床，X 轴的方向取决于 Z 轴的方向。
如何确定 Y 轴的方向？,Y 轴的方向是根据已确定的 X 和 Z 轴，按照右手笛卡尔坐标系确定的。
数控机床坐标系有哪些？,数控机床坐标系主要有机床坐标系和工件坐标系。
什么是机床坐标系？,机床坐标系又称机械坐标系，其原点是机床上的一个固定点，位置在出厂前由厂家调整好并在系统参数中设定好。
什么是参考点？,参考点是机床坐标系中一个固定不变的特殊位置的点，它与机床原点之间有一个确定的位置。参考点的位置在出厂前由厂家调整好并在系统参数中设定好。
如何进行手动返回参考点操作？,手动返回参考点操作通常使用挡铁和回零减速开关的配合来完成，从而建立起机床坐标系。
什么是工件坐标系，它与机床坐标系有什么关系？,工件坐标系又称编程坐标系，是由机床坐标系平移或旋转而产生的坐标系，用于简化计算和编程。编程原点可以是工件或夹具上的某一点。
工件坐标系编程原点的选择应遵循哪些原则？,工件坐标系编程原点的选择应遵循简化计算、尺寸链计算误差要小、引起加工误差要小、便于找正和测量的原则。
A、B、C分别代表什么？,A、B、C分别代表绕X、Y、Z旋转的空间旋转轴。
U、V、W代表什么？,U、V、W为第二直线轴，它们分别平行于X、Y、Z轴。
数控机床零件加工程序及其他应用程序包含了哪些信息？,数控机床零件加工程序及其他应用程序包含了工艺参数、几何参数和机械辅助动作的顺序逻辑控制三部分信息。
数控机床中有哪些功能代码？,数控机床中常用的功能代码包括准备功能G代码、进给功能F代码、主轴功能S代码、刀具功能T代码、辅助功能M代码等。
什么是 GOO 指令，它的作用是什么？,GOO 指令是刀具或工作台快速移动的指令，用于快速定位。移动速度由 NC 参数设定，可调节大小。X、Y 为终点坐标，进给速度按工进速度设定，轨迹为从起点到终点的直线。执行时系统内部进行插补运算。进给功能字 F 不能省略。
G02 和 G03 指令分别表示什么？,G02 表示顺时针圆弧插补，G03 表示逆时针圆弧插补。
G04 指令的作用是什么，如何使用？,G04 指令表示暂停程序暂停时间。使用格式为 G04 X 或 G04 P (FANUC 系统格式，X 的单位为 s; P 的单位为 ms)，或者 G04 F 或 G04 S (SIEMENS 系统格式，F 的单位为 s; S 表示暂停主轴转数)。
G30 指令用于什么目的？,G30 指令用于返回机床的某个固定点，例如换刀点。
进给功能字 F 的作用是什么？,进给功能字 F 用于指定刀具与工件之间的相对速度，也称为 F 指令。它可以按照两种表达方式编写，并且在程序段中可以使用相关的 G 代码进行转换。
主轴转速功能字 S 的作用是什么？,主轴功能字 S 用于指定主轴的转速，也称为 S 指令。它由地址符 S 及后面的数字组成。
什么是 CNC 数控系统中主轴转速的直接指定方式？,在 CNC 数控系统中，直接指定方式是指地址符 S 后面的数字直接指定主轴转数，不能随意添加小数点。
G97 和 G96 指令有何不同？,G97 S300 表示主轴转速为 300r/min，开机后系统一般默认 G97 状态。G96 S300 表示其恒线速度为 300m/min，G96 指令控制其主轴转速按所规定的恒线速度值运行。
T 指令的作用是什么？,T 指令是刀具功能字的地址符，又称为 T 指令，它自动对刀具的长度、半径进行补偿。
FANUC 系统中 T 指令的格式有哪些？,在 FANUC 系统中，T 指令由刀具功能字的地址符 T 和数字组成，主要应用在 FANUC 车床系列。有两种主要格式，用 T 后面的后续两位数字或四位数字来表达，它们由 NC 系统参数来选择设定。TXX 用两位数字表示，个位数表示刀具补偿号，从补偿号中读取刀具补偿值；十位数表示刀具号。
T23 表示什么？,T23 表示取 2 号刀第 3 组补偿值。
T20 表示什么？,T20 表示取消 2 号刀刀补。
TXXXX 用四位数字表示的含义是什么？,TXXXX 用四位数字表示，个位数和十位数表示刀具补偿号，从补偿号中读取刀具补偿值；百位数和千位数表示刀具号。
Tllll 表示什么？,Tllll 表示取 11 号刀第 11 组补偿值。
TllOO 表示什么？,TllOO 表示取消 11 号刀刀补。
FANUC 铣床（加工中心）系列中，如何使用 T 和 D 或 H 地址符编程？,在 FANUC 铣床（加工中心）系列中，使用 T 指令仅选择刀具号，用 D 或是 H 地址符来选择相关的刀具补偿号。例如：T05 ；选取 5 号刀具。GOO  G43  Z H03 ；读取第 3 组补偿号中的刀具长度补偿值给 3 号刀，执行刀具的长度补偿。
SIEMENS 系统编程时，如何表示刀具号和补偿号？,在 SIEMENS 系统编程时，无论车床或是铣床（加工中心）系列，均用 T 表示刀具号，用 D 表示补偿号。每把刀都设定了 1 个～ 9 个不同的刀具补偿偏置量。例如 T3D5 ；表示选择 3 号刀，第 5 组刀具补偿偏置量。
什么是辅助功能字 M？,辅助功能字 M 的地址符是 M，又称为 M 指令或 M 功能。它由地址符 M 及后面的两位（三位）数字组成。它接收从 NC 装置来的以二—十进制代码表示的 M 功能等机床顺序动作的信息，并对其进行译码，转换成与辅助机械动作相对应的控制信号控制各执行部件的顺序动作。
什么是程序段的格式，它遵循哪些标准？,程序段的格式是按照 GB 8870一88 和 ISO 6983一I—1982 的标准规定的，用于指定 CNC 控制系统的加工指令。
程序段的格式是什么样的？,程序段的格式如下：NX  X  GX  X  XX  XX  YX  XX  ZX  XX  HX  X  FX  X  SX  X  MX  X  TX  X;
NXX 代表什么？,NXX 代表序号，可以跟四位数，也可以不要序号。
GX  X 代表什么？,GX  X 代表准备功能指令，主要是控制刀具运动，设定相关参数。
X 、 Y 、 Z 代表什么？,X 、 Y 、 Z 代表坐标，表示刀具移动的方向，坐标值的大小规定各数控系统不同， FANUC OiC 系统规定小数点前五位，小数点后三位。
HXX 代表什么？,HXX 代表刀具补偿号，设定刀补值的重要参数，径向刀补也有用 DX X 表示。
FX  X 代表什么？,FX  X 代表进给量，单位 mm/min 、 mm/r。
SX  X 代表什么？,SX  X 代表主轴转速，无级变速，从最大到最小任选，有些机床有高、中、低速三挡变速，用 M 指令来选择。
MXX 代表什么？,MXX 代表辅助指令，主要指定机床的一些辅助的开关动作。
TX  X 代表什么？,TX  X 代表刀具号。
；代表什么？,；代表结束符，每条程序段都要有结束符，不同的系统代号不同，有“*”、 “CR” 、 “LF” 等，若有序号，有些系统可以无结束符，需要阅读机床说明书。
什么是数控机床的刀具补偿功能？,数控机床的系统控制软件中包含刀具补偿功能控制软件，包括长度补偿和半径补偿两种功能。使用刀具补偿功能，编程人员可以直接根据零件图纸进行编程，无需考虑刀具长度和半径尺寸因素。只需在刀具补偿画面中输入正确的刀具长度和半径补偿值，执行补偿程序段语句时，NC系统会自动补偿刀具的长度和半径。
如何在FANUC系统车床上使用长度补偿功能？,在FANUC系统车床上使用长度补偿功能，需要输入语句格式：TXX或TXXXX。其中，T表示刀具号，XX或XXXX表示偏移补偿号，存放刀具长度的补偿值。
如何在FANUC系统铣床上使用长度补偿功能？,在FANUC系统铣床上使用长度补偿功能，需要输入语句格式：G43(G44) Z H。其中，Z表示终点坐标值，H为偏移补偿号，存放刀具长度的补偿值。使用G49或HOO可以取消长度补偿。
如何在SIEMENS系统中使用刀具补偿功能？,在SIEMENS系统中使用刀具补偿功能，需要输入语句格式：TXXD:XX。其中，T表示刀具号，XX表示偏移补偿号。每把刀都设定了1个～9个不同的刀具补偿偏置量。
什么是半径补偿，数控系统如何表达？,半径补偿是指所有数控系统都使用 G41(G42) 表达。刀具半径补偿过程分为补偿建立、执行、取消三个过程。
补偿建立、执行、取消分别是什么意思？,“建立”时，NC 系统根据半径值和刀具补偿方向自动计算本段刀具中心轨迹的终点位置，使刀具中心轨迹偏离编程轨迹一个半径值；“执行”时，刀具中心轨迹始终偏离编程轨迹一个半径值，并计算出各段之间的转接轨迹；”取消”时，将半径值取消，使刀具中心轨迹回到编程终点。
G41 和 G42 分别代表什么？,G41 为刀具半径左补偿，即沿刀具前进方向看刀具在工件的左边。G42 为刀具半径右补偿，即沿刀具前进方向看刀具在工件的右边。
在哪个指令段中建立刀补是正确的？,刀补建立必须在移动指令 GOO(GOl) 段，不能在 G02(G03) 程序段中建立，否则产生报警。
如何取消补偿？,取消补偿用 G40 语句。
什么是非法小数点输入，如何解决？,非法小数点输入是指在不能使用“·的地址后输入了小数点。解决方法是去掉小数点。
什么是小数点省略，如何避免？,小数点省略是指最小单位编程时，坐标地址字 X、Y、Z 为整数时未加小数点，造成故障。可通过 NC 参数设定小数点编程或最小单位编程，避免小数点省略。
正负号输入错误可能导致什么后果？,正负号输入错误可能导致坐标值的正负号输错，特别是正值误输成负值，存在极大的撞机事故风险。
如何避免正负号输入错误？,在程序输入时仔细核对坐标值的正负号，避免误输。
在 MDI 方式下输入 T0708 并执行，然后再执行零件加工程序，为什么错误消失了？,因为将 N05 语句 T0708 G50 S1188 分成两段，变为 G50 S1188; T0708;，解决了语句格式不当的问题。
G50 SXXXX 必须怎样才能正确执行？,G50 SXXXX 必须单独为一程序段，不能和其他语句放在同一程序段中。
一台带交换工作台的加工中心 XH756(FANUC Oi) 子程序返回主程序时，主程序段为什么不能为辅助功能指令 M？,当子程序结束返回主程序时，主程序段不能为辅助功能指令 M，否则程序会停止执行。
L 程序中如果漏掉长度补偿语句或坐标字 Z30 ，会有什么后果？,如果漏掉长度补偿语句或坐标字 Z30，会造成执行该段语句时，Z 向负向快速移动，可能会将夹具撞坏。
当 Z 坐标字省略时，系统默认为什么？,当 Z 坐标字省略时，系统默认为 Z0。
在缺少 G43 H28 Z30 语句的情况下，会发生什么后果？,在缺少 G43 H28 Z30 语句的情况下，未执行刀具长度补偿，其后果是一样的。
在 G57 程序段中，Z 轴的零点位于何处？,在 G57 程序段中，Z 轴的零点位于－383.5。
如果将 Z350 编写成 400，会出现什么情况？,如果将 Z350 编写成 400，会造成超程，因为 G57 的 Z 轴零点在－383.5，取消刀补值 383.5，亦回到机床原点，退 400 肯定超程。
如果取消刀补，Z 退回的坐标小于刀具长度补偿 152.45，会出现什么情况？,如果取消刀补，Z 退回的坐标小于刀具长度补偿 152.45，比如 Z100，刀具不但不退，反而向工件方向移动，造成事故。
当 X 伺服轴出现 414 ＃报警时，需要查看哪个诊断号？,当 X 伺服轴出现 414 ＃报警时，需要查看诊断号 720 ＃。
FANUC OT 系统中，经济型数控车的主轴是否有 S 功能？,FANUC OT 系统中，经济型数控车的主轴无 S 功能。
中的安全距离 R 设定为什么值可能导致事故？,安全距离 R 设定为 1mm 太小可能导致事故。
中的报警提示是什么，如何解决？,报警提示为：自动拐角倍率的减速比超过了角度允许设定值的范围。需要修改 NC 参数 1710-1714 的设定值。
如何解决卧式加工中心在执行刀具半径补偿语句时停止的问题？,需要修改 NC 参数 1710-1714 的设定值。调出参数设定画面，将 1710# 参数设定为 1 至 100 之间的值，表示自动拐角倍率内侧圆弧切削速度的最小减速比 (MDR)。
什么情况下会出现 204＃报警？,在执行 G91 G30 X0 Y0 Z0; 语句时，如果刚性攻丝结束后没有加上 M28 刚性攻丝结束语句，则会出现 204＃报警。
什么情况下会出现 205＃报警？,刚性攻丝结束时加上 M28 刚性攻丝结束语句会出现 205＃报警。
什么是 CRG 参数？,"CRG 参数是指用刚性解除指令（G80,01 组 G 代码、复位等）解除刚性攻丝状态时的设定。"
机床厂家将 5200.2 设定为多少？,机床厂家将 5200.2 设定为 “0。
为什么会出现 205＃报警？,因为 PMC 梯形图中未设定相关程序，刚性攻丝状态的解除要等待刚性攻丝信号 RGTAP 变为 0，但实际没有变为 0，故出现 205＃报警。
什么是在数控机床接通电源后需要执行的操作？,在数控机床接通电源后需要执行回参考点的操作，这是因为机床断电后会失去对各坐标位置的记忆，所以需要让各坐标轴回到机床一固定点上，这一固定点就是机床坐标系的原点或零点，也称机床参考点。
回参考点操作的好处是什么？,回参考点操作的好处包括确定机床的原点位置以正确建立机床坐标系，以及使螺距误差补偿及反向间隙补偿有效，软极限行程保护有效。
什么是 CK5110HX8/2Q (FANUCOi) 数控立式车床螺纹切削加工时不动作的问题原因？,CK5110HX8/2Q (FANUCOi) 数控立式车床螺纹切削加工时不动作的问题原因可能是 PRM1402.0 位参数设定不正确，需要将其由 “0” 改设成 “1 。
如何解决 CK5110HX8/2Q (FANUCOi) 数控立式车床螺纹切削加工时不动作的问题？,要解决 CK5110HX8/2Q (FANUCOi) 数控立式车床螺纹切削加工时不动作的问题，可以通过调出参数设定画面，将 PRM1402.0 位参数设定为 “1 来解决。
为什么需要刀具补偿？,在数控机床上，由于每一把刀具的刀位点安装位置不可能调整到同一坐标点上，因此需要使用刀具补偿来校正。
什么是回参考点的方式？,回参考点的方式因数控系统的类型和机床生产厂家而异，目前，采用脉冲编码器或光栅尺作为位置检测的数控机床多采用栅格法来确定机床的参考点。
什么是栅格间距？,栅格间距是指将脉冲编码器或光栅尺每产生一个零标志信号时，相对于坐标轴移动的距离按一定等分数分割得到的数据。
如何设定栅格间距？,当伺服电机（带脉冲编码器）与滚珠丝杠采用 1:1 直连时，一般设定栅格间距为丝杠螺距；对于光栅尺，其栅格间距为光栅尺上两个零标志之间的距离。
增量式检测装置的数控机床通常如何实现回参考点操作？,采用增量式检测装置的数控机床一般采用挡铁与回零减速开关相配合实现回参考点操作。
德国海德汉公司推出了什么类型的线性测量系统？,德国海德汉公司推出了带距离编码参考点标志的线性测量系统，这种系统省去了回零减速开关，不必返回一个固定的机床参考点（第一参考点），且在任意位置正负方向均可实现手动回零操作。
什么是带减速挡块的栅格信号返回参考点控制？,带减速挡块的栅格信号返回参考点控制是目前最常见的两种方式之一，包括FANUC系统和SIEMENS系统。这种控制方式在返回参考点状态下，按下各轴点动按钮，机床以快移速度向机床参考点方向移动，当减速挡块碰到减速开关时，开始减速，以低速向参考点方向移动。减速开关离开减速挡块时，系统开始找栅格信号，系统接收到一转信号后，以低速移动一个栅格偏移量，准确停在机床的参考点上。
FANUC系统如何设置回参考点相关参数？,在FANUC系统中，回参考点相关参数包括：PRM2.7=1，使用减速挡块(*DEC)回参考点；PRM1002.1=0，全轴有挡块回零；PRM1005.1=0，各轴有挡块回零；PRM1002.0=1，回零同时控制，全轴有效；PRM3006.0=0，返回参考点减速信号*DEC使用地址X1009或地址X9；PRM3006.0=1，使用的地址*DEC信号地址为G196；PRM3003.5=0，*DEC=O(低电平)时减速；PRM3003.5=1，*DEC=l(高电平)时减速。
什么是 PRM1006.5 参数？如何选择各轴回参考点的方向？,PRM1006.5 参数用于选择各轴回参考点的方向。当设置为 0 时，按正方向选择；当设置为 1 时，也按正方向选择。
PRM1428 参数是什么？它的作用是什么？,PRM1428 参数用于设置各轴回参考点的速度。它决定了轴返回参考点时的运动速度。
PRM1425 参数是什么？它的作用是什么？,PRM1425 参数用于设置各轴回参考点 FL（碰到减速回零开关后的）速度。它决定了轴在减速挡块碰到减速开关后减速到静止的速度。
PRM1850 参数是什么？它的作用是什么？,PRM1850 参数用于设置栅格位移量。栅格位移量是系统在运动控制中使用的最小位移量。
PRM1240 参数是什么？它的作用是什么？,PRM1240 参数用于设置各轴参考点的坐标值。这些坐标值用于确定参考点的位置。
如何在 SIEMENS 系统中通过地址 Xl009 回零减速？,在 SIEMENS 系统中通过地址 Xl009 回零减速时，不需要编写 PMC 的梯形图程序。
如何在 SIEMENS 系统中通过地址 G196 回零减速？,在 SIEMENS 系统中通过地址 G196 回零减速时，需要编写 PMC 的梯形图程序，而且 X 的地址可以随意选择。
在 SIEMENS 系统中，按下各轴点动按钮会怎么样？,在 SIEMENS 系统中，按下各轴点动按钮后，机床会以快移速度向机床参考点方向移动。
当减速挡块碰到减速开关时，坐标轴会发生什么变化？,当减速挡块碰到减速开关时，坐标轴会减速至静止。
在 SIEMENS 系统中，如何实现回参考点的同步？,在 SIEMENS 系统中，利用撞块信号的下降沿同步，按照搜索第 1 个零脉冲的速度，向相反方向退离参考点行程开关。
在 SIEMENS 系统中，第 1 个零脉冲的作用是什么？,在 SIEMENS
34020表示什么？,34020表示各轴回参考点的速度。
34030表示什么？,34030表示参考点开关的最大距离。
34040表示什么？,34040表示各轴回参考点（碰到减速回零开关后的）速度。
34050表示什么？,34050表示0一下降沿同步； 1 一上升沿同步。
34060表示什么？,34060表示找零脉冲信号的最大距离；应大于螺距。
34070表示什么？,34070表示找到零脉冲后返回参考点定位速度。
34080表示什么？,34080表示参考点移动距离（粗调）（带符号）。
34090表示什么？,34090表示参考点移动距离（精调）（带符号）。
34100表示什么？,34100表示各轴参考点的坐标值。
带距离编码参考点标志的线性测量系统是如何工作的？,带距离编码参考点标志的线性测量系统是采用包括一个标准线性的栅格标志和一个与此相平行运行的另一个带距离编码参考点标志通道，每组两个参考点标志的距离是相同的，但两组之间两个相邻参考点标志的距离是可变的，每一段的距离加上一个固定的值，因此坐标轴可以根据距离来确定其所处的绝对位置。
如何调整数控机床的返回参考点？,数控机床各轴传动机械拆装后、进给伺服电动机更换后、位置检测装置修复后都将导致机床参考点位置不准，需对机床的返回参考点进行调整。通常机床参考点设计在机床刀架 X 轴正方向上， Z 轴正方向上。如果机床的刀架在机床回零操纵中要求设定固定的位置，只用调整回零开关撞块的方法是不能实现的，必须调整控制机床的相应参数。
如何确定两轴回零的方向？,预置参数 1006 第 5 位 (ZMix) 确定两轴回零的方向。
如何调整 X 轴栅格的预置值？,预置参数 1850 项， X 轴栅格调整的预置值。由于 X 轴丝杠螺距为 6mm ，所以预置值为 6000。
如何调整 Z 轴栅格的预置值？,预置参数 1850 项， Z 轴栅格调整的预置值。由于 Z 轴丝杠螺距为 6mm ，所以预置值为 6000。
手动方法使机床刀架回到机床参考点后，应如何进行操作？,机床回到零后， X 、 Z 位置显示与规定值进行比较。当显示的坐标值大于规定值半个螺距时，先调整撞块使之接近规定值，重新将刀架移动到原起点，再进行第 4 步操作，反复调整撞块使显示值大千或小于规定值，但二值的绝对值之差要小于半个螺距。
如何通过参数 1850 项预置值调整 X 、 Z 轴显示值与规定值的差值？,将参数 1850 项预置值分别减去 X 、 Z 轴显示值与规定值的差值，再以所得结果重新分别设置参数 1850 项（单位 0.001mm)。
如何确定规定的零点坐标？,规定零点坐标： X=260.000 Z=500.000
如何确定回零后的坐标显示？,回零后坐标显示： X=262.000 Z=501.000
如何设定 1850 项 X 参数和 Z 参数？,1850 项 X 参数设定为 6000一 (262.000一260. 000) X 1000  = 4000。1850 项 Z 参数设定为 6000一 (501.000—500. 000)  X 10
在 SIEMENS 840D 系统中，如何设置系统参数 1240？,在系统参数 1240 中分别输入 X:260000（直径编程坐标值）和 Z:500000。
机床断电重新送电后，如何进行回零操作？,机床断电重新送电后，进行回零操作，转塔刀架就按规定的距离精确地回到零点，并在显示屏上显示出机床零点的坐标值。
对于 SIEMENS 840D 系统相关参数设定：如何设置参数 34060？,将参数 34060 设为返回参考点最大移动距离=两倍直线光栅尺标准参考点标志栅格间距。
对于 SIEMENS 840D 系统相关参数设定：如何设置参数 34090？,将参数 34090 设为返回参考点偏移值。
对于 SIEMENS 840D 系统相关参数设定：如何设置参数 34200？,将参数 34200 设为 3（选择距离编码光栅尺）。
对于 SIEMENS 840D 系统相关参数设定：如何设置参数 34300？,将参数 34300 设为直线光栅尺标准参考点标志栅格间距。
对于 SIEMENS 840D 系统相关参数设定：如何设置参数 34310？,将参数 34310 设为光栅尺信号节距。
对于 FANUCOi-C 系统相关参数设定：如何设置参数 1802？,将参数 1802 的第 1 位设为零，使用 3 参考点检测回零点。
对于 SIEMENS 840D 系统相关参数设定：如何设置参数 1815？,将参数 1815 的第 1 位和第 2 位均设为 1，选择了带距离编码参考点标志的直线光栅尺。
对于 SIEMENS 840D 系统相关参数设定：如何设置参数 1821？,将参数 1821 设为直线光栅尺标准参考点标志栅格间距（相邻两 markl 之间的距离）。
数控机床返回参考点的常见故障有哪些？,常见故障包括找不到参考点和找不准参考点。
找不到参考点的可能原因有哪些？,找不到参考点的可能原因包括减速开关及接线故障、电动机编码器及接线或系统轴板故障、减速开关偏移等。
找不准参考点的可能原因有哪些？,找不准参考点的可能原因包括减速挡块偏移、栅格偏移量参数设定不当、参考计数器容量参数设定不当、位置环增益设定过大、编码器或轴板不良等。
例6-1中数控车床的故障现象是什么？,例6-1中数控车床的故障现象是X轴回零动作正常，但机床出现系统因X轴硬件超程而急停报警，而Z轴回零控制正常。
