questions,answers
⑧ NC—MD6000～6249是什么数据？它们可以用来做什么？,NC—MD6000～6249为丝杠螺距误差补偿数据。订购这个选择功能后，可通过这些数据最多定义1000个补偿点并分配给各进给轴（需与有关轴的专用数据配合使用）。进行这项补偿，需要用激光干涉仪之类的精密测量仪器，测绘出丝杠螺距误差曲线。
⑨ NC机床数据涉及哪些内容？为什么在进行修改与优化时需要注意？,NC机床数据涉及内容广泛，数量很大，包括主轴专用数据、系统的通用数据位、主轴的专用数据位、通道专用数据位、进给轴专用数据位和丝杠螺距误差补偿数据等。在对它们进行修改与优化时，必须弄清被修改数据的确切含义、取值范围和设定方法，并及时做出相应的修改记录，以免多次修改后发生混乱。
机床交付使用后是否需要进行修改？在什么情况下需要进行修改？,机床交付使用后，一般不再需要对它们进行修改，除非提出新的接口或控制要求。
维修人员应具备哪些技能才能通过接口检查找出机床电气控制部分的故障？,维修人员应当读懂自己机床的PLC用户软件，才能通过接口检查找出机床电气控制部分的故障。
如何实时读出PLC的输入、输出、标志、计时器和计数器的信号状态？,通过操作选择“诊断”（按“DIAGNOSIS”软键）可以实时读出PLC的全部输入字（IW）、输出字（QW）、标志字（FW）、计时器（T）和计数器（C）的信号状态。
可编程控制器编程仪可以用来做什么？,可编程控制器编程仪可以用来编辑、传输、读出上述PLC用户软件，对PLC进行在线诊断和状态控制，诸如读出中断堆栈、信号状态；进行变量强制以及启、停PLC等。
系统有哪些自诊断功能？监控范围包括哪些方面？,系统设有很强的自诊断功能，实时监控系统各部分的工作能及时识别出NC、PLC和机床中的故障。监控范围包括：读入、格式、微处理器、串行接口、电压、温度、释放信号、位置反馈回路及位置传感器、NC与PLC之间的数据传送、存储器等方面。
什么设备指示控制系统的状态？,CPU模块上的红色发光二极管（LED）指示控制系统的状态。
正常情况下，按下系统自动按钮的最初6～7s内，LED如何表现？,正常情况下，按下系统自动按钮的最初6～7s内，LED频繁闪亮，然后熄灭。
如果LED常亮，可能的原因有哪些？,如果LED常亮，可能的原因包括CPU模块硬件故障、模块中有跨接桥错接、EPROM存储器故障、总线板损坏、机床数据错误和启动芯片用错或损坏。
如果在运行中这个LED亮了，可能的原因有哪些？,如果在运行中这个LED亮了，可能的原因包括模块中出现硬件故障和CPU循环工作出错。
基本系统软件全部存储在哪里？,基本系统软件全部存储在EPROM存储器中。
当系统启动和CPU循环工作中，系统会自动对哪些存储器的内容进行总和检查？,当系统启动和CPU循环工作中，系统会自动对EPROM存储器的内容进行总和检查。
如果EPROM存储器出错，可能的原因有哪些？,EPROM存储器出错比较多的情况是存储器模块或其上面的EPROM芯片插接不良、插错位置或不同版本、不同型号、不同种类的软件芯片混用。
对于每个具体的故障，系统如何给出提示？,对于每个具体的故障，系统有固定的报警号和文字显示给予提示。
在加工运行中出现故障时，系统会如何处理？,在加工运行中出现故障时，必要时，系统会自动停止加工过程，等待处理。
报警1～15号指示什么？,报警1～15号指示系统自身的一些故障，提示的含义很明确。
号报警提示什么？,号报警反映工件存储器的电池即将用完。
号报警指示什么？,号报警指示数据存储器子模块电池用尽。
替换6号报警中提到的数据存储器子模块时需要注意什么？,替换数据存储器子模块时，应以新的子模块替换旧的子模块，必须在系统断电的情况下拔出该子模块，否则会引起系统故障。子模块掉换后，需重新加载其存储内容。
号报警表明什么？,号报警表明PLC处于停止状态。
当PLC处于停止状态时，机床能否工作？,当PLC处于停止状态时，由于接口已被封锁，机床不能工作。
如何重新启动PLC？,可以采用初始化的方法重新启动PLC，使机床恢复工作。
如果3号报警频繁出现，说明什么？,如果3号报警频繁出现，说明PLC的使用设计存在缺陷，应请专职维修人员进行处理。
如何恢复1～15号报警中的系统运行？,上述报警应在故障排除后，用电源复位或关机重新启动的方法恢复系统运行。
报警16～48号是什么类型的报警？,报警16～48号为系统的RS—232C（V．24）接口的报警。
什么类型的接口允许数据传输？,本系统有两个RS-232C接口，可以通过正确地设置，设定数据位SD5010～SD5028与不同传输设备的RS-232C接口配接，进行数据传输。
哪些因素可以影响数据传输的成功性？,数据传输的成功性取决于电缆连接、系统和传输设备的状态、数据格式、传输识别符以及传输波特率是否正确。
如何监控数据传输过程并确保顺利进行？,此类报警就是从这些方面对数据传输过程进行监控，及时提示用户处理接口故障，保证传输能够顺利进行。
举例说明此类报警的监控和处理方法。,例如：22号报警“时间监控生效”，表示系统在60s内没有输出或收到传输字符，也就是说传输接口不通，这时一般应检查外部设备的状态或设定是否正确；电缆是否用错或接错等。而28号报警“环形存储器溢出”，则表明系统不能及时处理传输时读入的字符，即传输速度太快，应考虑降低系统与外设双方的传输波特率。
如何清除这类报警？,这类报警在消除原因以后，用传输操作中的“STOP”软键清除。
进给轴专用报警100°～196°反映了什么？,这类报警反映机床的位置控制闭环中各个环节可能出现的故障，是实际当中比较容易出现的一类报警。
°报警表示什么问题？,°报警表示：该轴此时要求处理的数字指令值已高于机床数据268中规定的数／模转换极限值，系统无法对这样的数字指令值实现模拟转换。
什么是轮廓监控，当出现116°故障时可能的原因是什么？,轮廓监控表明轴运行速度超过了规定的允差带或在加速度制动时不能达到要求的速度。可能的原因是速度门槛设置不当或KV系数设置不当。
如何解决轮廓监控故障？,解决轮廓监控故障的措施包括适当加大允差带、调整KV系数、检查伺服系统转速调节器的响应特性并重新做最佳化。
当出现132°故障时，表明什么问题？,出现132°故障表明检测到的位置反馈信号相应错误、接地短路或完全没有。
如何检查和解决132°故障？,检查测量回路电缆是否断路、脱落，使用特制的测量回路短路器判断位置控制模块相应轴的部分是否有故障，用示波器测量位置反馈信号的相位判断电缆与位置传感器是否出问题。
当出现168°故障时，应该检查什么？,出现168°故障时应该检查PLC用户程序中各有关的接口信号状态，查明原因后得出解决办法。
报警2000-2999号一般出现在什么情况下？,报警2000-2999号一般是在运行程序时出现，包括指示机床的现实的一些状态故障；提示没有为系统订购编程中要求的功能；更多的是指出程序编制中的错误。
处理第3类和第4类报警的方法是什么？,在排除第3类和第4类报警的原因后，使用机床控制面板上的复位键消除。
报警3000-3050号和报警4有什么不同之处？,报警3000-3050号和报警4的指示内容和方式相似，不同之处是这类报警在程序编辑的模拟功能中即可指出错误，而不必等到程序运行的时候。主要是给编程的操作人员提供一个对程序进行运行前检查的手段，对安全操作和节约程序调试时间有很大帮助。
-6031号报警是从哪里获取的？,-6031号报警是由机床电气控制设计者在编制PLC程序时结合程编的逻辑关系，提取出一些能够反映机床的接口及电气控制方面故障的信息，赋予特定的一部分标志位获得的。
处理6000-6031号报警的方法是什么？,处理6000-6031号报警，可以按设计者提供的详细说明进行有关检查，如没有说明，则只能根据显示内容或根据PLC用户程序中的有关部分进行分析，按给定的逻辑关系查找故障原因。
报警6032～6039号是什么类型的报警？,报警6032～6039号是系统为PLC设置的报警。
报警7000～7031号是否反映故障？,报警7000～7031号不反映故障。
报警7000～7031号是什么类型的报警？,报警7000～7031号是操作提示文本。
如何清除报警7000～7031号？,这类报警不需清除，当相应状态消失，这些特定的标志复位后，报警显示会自行消除。
电源模块上电顺序是什么？,电源模块上电顺序为：24VDC或220VAC电压提供给电源模块→电源启动端子接通→若控制电路正常，输出各直流电压且电源正常端子闭合，否则禁止输出且电源正常端子断开→若负载正常，输出各直流电压且电源正常端子闭合，否则禁止输出且电源正常端子断开。
如何判断电源模块故障？,可以通过关机，将万用表表笔分别插入＋5V测量孔，正常上电，NC—ON，若一直无＋5V 电压输出，电源模块可能损坏；若只有几秒的＋5V电压输出，电源模块可能无损坏。
关机后，如何检查电源模块是否正常工作？,若一直有＋5V电压输出且电源正常端子闭合，则电源模块工作正常。
在检查电源模块时，应注意哪些事项？,关机后，将电源模块拔出一部分，使其与负载断开，正常上电，NC—ON。
显示系统由哪些部分组成？,显示系统由CRT显示器和视频板组成。
CRT显示器有哪些常见故障现象？,屏幕黑，系统无法强行启动；屏幕显示一条水平或垂直的亮线；屏幕左右图像变型；屏幕图像上下线性不一致；屏幕图像发生倾斜或抖动。
视频板有哪些常见故障现象？,屏幕黑，系统无法强行启动；屏幕图像不完整；屏幕无图像，但有亮度。
CPU板在系统中扮演什么角色？,CPU板是整个系统的核心，PLC、CNC都由此板处理。
当测量系统发生故障时，会出现哪些表现？,测量系统故障一般表现为：CNC找不到零点，或每次回零点位置不一致；轴运动速度不稳定；加工尺寸发生变化；需求电路硬件故障报警；在驱动有电的情况下，轴运动不止。
取消第4轴后出现“驱动器未准备好”报警的故障现象是什么？,一台配有SIEMENS 820M系统、611A交流伺服驱动的进口立式加工中心，在取下回转工作台取消第4轴后，出现“驱动器未准备好”报警。
如何处理取消第4轴后出现的报警？,在SIEMENS 810S/820M中，当取消第4轴时，可以通过设置机床参数对CNC进行撤销。
[如何处理导致“驱动器未准备好”报警的第4轴驱动器？,如果第4轴驱动器使用的是611A双轴控制模块并导致“驱动器未准备好”报警，可以采取以下方法处理：取下第4轴测速反馈连接X311并准备备用插头；短接备用插头的11—12脚以取消过热报警；短接备用插头的7—8—14—15脚以将三相测速反馈电压置OV；接入电阻并将转子位置检测的RLGR、RLGT置“0”；接入电阻并将转子位置检测的RLGS置“1”；将连接好的备用插头插入611A驱动器的原测速反馈的X311上。经过以上处理后，驱动器准备好信号可以恢复。
针对什么类型的驱动器可以使用上述处理方法？,上述处理方法可以用于利用双轴模块代替单轴模块的场合，并经编者多次试验均正确无误。这一方法同样适用于6SC610系列驱动器（在这种情况下，插头规格及脚号应作相应变化，但对信号的处理不变）。
如何解决因连接不良引起的跟随超差的报警堆修？,如果因连接不良引起跟随超差的报警堆修，可以检查相关连接线是否接触良好，并确保连接线无断线、短路或接地。同时，应检查伺服驱动器的电源电压是否正常，驱动器的参数设置是否正确。如果仍无法排除故障，则需要更换伺服电机或伺服驱动器。
例22Y轴不运动的故障维修。,什么是伺服使能信号，它在Y轴不运动的故障维修中起到什么作用？
Y轴不运动的故障维修中还需要检查哪个信号的连接情况？,Y轴不运动的故障维修中还需要检查“驱动器使能”信号的连接情况，如果该信号连接不良，也会导致Y轴不运动。
例23伺服电动机开机后即旋转的故障维修。,这台立式加工中心配套的控制系统是什么？
更换驱动模块后，出现了什么故障现象？,更换驱动模块后，开机时A轴电动机即出现电动机自动旋转，同时系统显示ALM1123，A轴夹紧允差监控报警。
SIEMENS 810M发生ALM1123报警的可能原因有哪些？,SIEMENS 810M发生ALM1123报警的可能原因包括位置反馈的极性错误、外力使坐标轴产生了位置偏移、驱动器、测速发电机、伺服电动机或系统位置测量回路不良等。
维修人员在检查伺服电动机开机后即旋转的故障时，排除了哪些故障原因？,维修人员在检查伺服电动机开机后即旋转的故障时，排除了驱动器、测速发电机、伺服电动机不良以及外力使电动机产生位置偏移的原因。
伺服电动机开机后即旋转的故障最终是如何解决的？,通过检查驱动器的控制板，发现换上的驱动器模块的S2设定与电动机规格不符合，重新更改S2的设定后，机床恢复正常。
例24中故障现象是什么？,一台配套SIEMENS 810M及611A交流伺服驱动的立式加工中心，在调试时出现X轴过电流报警。
例24中故障原因是什么？,故障原因通常与伺服电动机与驱动器之间的连接有关。
例24中如何解决故障？,对照SIEMENS 611A伺服驱动器说明书，仔细检查发现该机床X轴伺服电动机的三相电枢线相序接反。重新连接后，故障排除。
例25中故障现象是什么？,某配套SIEMENS 802D的数控铣床，开机时不定期地出现伺服驱动器（611U）报警B507、B508等，机床停机后重新启动，通常可以恢复工作。
例25中报警B507和B508的含义是什么？,报警B507表示电动机转子位置检测错误，报警B508表示脉冲编码器“零位”信号出错。
例25中如何解决故障？,在本机床中，重新启动系统后，伺服故障能自动清除，机床可以长时间正常工作，故可以认为故障的真正原因并非编码器存在故障，而是由其他原因引起的。仔细观察发现，该机床的伺服驱动器在开机通电后，状态可以自动进入RUN状态，表明驱动器可以通过硬件的自检，进一步证明编码器无故障。
例26出现B504报警的故障原因是什么，如何解决？,故障原因可能是由于伺服系统电动机励磁加入的瞬间干扰引起的。解决方法是重新连接伺服驱动的电动机编码器反馈线，进行正确的接地连接。
例27820M出现ALM1041报警的故障现象是什么，可能的原因是什么，如何解决？,故障现象是机床在切削量稍大时出现＋Y方向爬行，系统显示1041报警。可能的原因是伺服驱动器出现故障。解决方法是检查伺服驱动器的故障发生过程，分析原因并进行相应的维修。
分析与处理过程：,根据机床故障现象分析，此类故障通常是机床的位置检测系统不良引起的。在本机床上，通过系统跟随误差页面检查，发现在机床运动过程中，位置跟随误差也在随之变化，但其变化速度非常缓慢，明显与机床的实际运动距离不符。
维修时首先检查了系统的位置控制系统的参数设定，在SIEMENS 810／820MGA3系统中，位置控制系统有关的主要参数有：,MD5002bit2、1、0—位置控制系统的控制分辨率。
本机床上，X、Y、Z轴间服电动机内装2500脉冲的编码器，位置控制系统的控制分辨率为0.5μm，位置控制系统的指令分辨率为1μm，X、Y、Z轴的丝杠螺距为10mm，丝杠与电动机为直接连接。,
[例29中故障现象是什么，如何确认故障原因？,故障现象：某配套SIEMENS 810MGA3的改造数控机床，机床调试时，发现X、Y、Z轴可以运动，但实际运动距离与指令值相差10倍。根据故障现象，可以基本确认故障原因在于系统参数设定不当。
如何检查和修改系统参数以解决问题？,检查与上例相同的参数，发现系统的MD5002bit2、1、0的位置控制系统的控制分辨率参数与MD5002bir7、6、5的位置控制系统的输入分辨率参数设定值为00100010，这显然与机床要求不符。为了进一步确认原因，维修人员从版本1232以后对参数的定义做了修改，在新的软件版本下，参数2的正确设定应为01000100。修改参数后，实际运动距离与指令值完全一致。
例30中故障现象是什么，如何解决？,故障现象：某配套SIEMENS 810MGA3的改造数控机床，出现610驱动器过电流报警。为了解决问题，需要检查驱动器的电源电压、电流等参数，确认电机是否过载或短路，以及电缆连接是否正常。如果检查无误，可能是驱动器内部故障，需要更换驱动器。
什么是过电流故障？,- 过电流故障是指伺服驱动器的电流超过额定值，可能由机械传动系统的安装、调整不良、切削力过大、驱动器设定调节不良、伺服电动机不良等原因引起。
如何排除切削引起的过电流故障？,- 在自动运行过程中，如果出现过电流故障，再次开机后故障依然存在，则可以排除切削引起的过电流。
如何确定故障部位？,- 通过更换驱动器的调节器板、功率板进行试验，发现故障依然存在，则可以确定故障是由于Y轴伺服电动机或电动机与驱动器的连接不良引起的。
如何排除Y轴伺服电动机或电动机与驱动器的连接不良引起的故障？,- 细心检查Y轴连接电缆，发现由于机床工作台运动时，拉动了Y轴反馈电缆，导致轴的测速反馈线出现连接松动引起的报警；重新连接测速电缆后，故障排除。
X轴定位时出现明显的位置“过冲”现象是什么原因？,- X轴位置“过冲”的实质是伺服进给系统存在超调，可能是由于伺服驱动器或系统调整不良引起的。
如何解决伺服进给系统的超调问题？,- 解决超调的方法有多种，如减小加减速时间、提高速度环比例增益、降低速度环积分时间等。
问题什么是位置超调消除？,答案通过提高驱动器的速度环比例增益，降低速度环积分时间，可以消除位置超调。
问题如何消除开机后电动机出现的尖叫故障？,答案通过驱动器的速度环增益与积分时间的调节即可进行消除。具体方法为：
什么是西门子开发的中、大型机床用数控系统中最早的系统？,西门子开发的中、大型机床用数控系统中最早的是8系统。
西门子公司在1986年推出了什么系统？,年西门子公司采用数控3系统电路板标准（230mm高），NC-PLC双口RAM耦合方式，INTEL 80186CPU芯片，生 产出850系统。
西门子公司在1988年针对850系统的缺陷推出了什么系统？,年针对850系统的缺陷，西门子公司推出了全80186的数控880GA1型系统。
西门子数控850、880GA1及880GA2系统的基本结构一般由哪三部分组成？,西门子数控850、880GA1及880GA2系统的基本结构一般由操作面板、主机箱和机床控制面板三部分组成。
西门子数控系统的基本结构一般都由哪些部分组成？,西门子数控系统的基本结构一般由操作面板、主机箱和机床控制面板三部分组成。
什么字母表示用于车床？,T表示用于车床。
什么字母表示用于铣床？,M表示用于铣床。
什么字母表示用于冲床？,N表示用于冲床。
什么字母表示用于磨床？,G表示用于磨床。
TE和ME表示什么？,TE和ME表示出口到东方国家的系统。
系统在子型号中用什么来区分NC和PLC区的不同同分布位置及占用的槽位？,系统在子型号中用1、2、3、4、5、6、7来区分NC和PLC区的不同同分布位置及占用的槽位。
、2、3型代表什么？,、2、3型代表单列机架。
、5、6、7型代表什么？,、5、6、7型代表双列机架。
机床厂在交付机床时应将哪些资料复制交给用户？,机床厂在交付机床时应将最终设定的机床数据、零件加工子程序、PLC程序一齐复制交给用户。
更换电池时应注意什么？,更换电池时应注意不要在发现1号报警后立即断电，而应等待更换电池后再关机。
数控系统一般有几个电池盒？,数控系统一般只有一个电池盒。
早期的电池是什么类型的？,早期的电池是一节C型锂电池，3.6V。
后期的电池是什么类型的？,后期的电池是三节AA型高能电池，4.5V。
电池正常情况下可以使用多久？,电池正常情况下可以使用5年。
当电压降至多少时系统会发出1号报警？,当电压降至2.7V时系统会发出1号报警。
当电压降至多少时数据会丢失？,当电压降至2.7V以下时数据会丢失。
从哪里可以见到BAU报警？,从中断堆栈可以见到BAU报警。
当国内电网电压不稳定时，机床厂可能会要求用户安装什么设备？,用户可能需要安装稳压器来稳定数控供电电压。
现在国内生产的主要稳压器类型有哪些？,现在国内生产的主要稳压器类型有两种，自耦式和调磁式。
当电压波动较频繁时，应使用哪种类型的稳压器？,当电压波动较频繁时，应使用调磁式稳压器，因为它调节平稳，无高次谐波输出。
在什么情况下需要为数控系统添加空调？,如果数控系统的运行环境温度过高或条件不佳，可能需要为数控系统添加空调。
数控系统出现故障时，报警提示通常会显示在什么位置？,数控系统出现故障时，报警提示通常会显示在操作面板上。
NC报警和PLC报警的编号范围各是多少？,NC报警的编号范围通常小于0000或大于9999，PLC报警号则在6000～9999之间。
NC坐标轴报警号的最末一位表示什么？,NC坐标轴报警号的最末一位表示报警发生在哪个轴，0表示第一轴，1表示第二轴，以此类推。
如何识别和解决大部分监控的故障？,大部分监控的故障识别结果是以显示的方式出现的，大部分报警显示的含义单一明确，处理方法也显而易见。但对于不少复杂的故障，可以跟据操作师傅反映的故障发生的前因后果、当时的环境（温度、湿度、电网、灰尘等因素）来判断可能的原因，有必要的话还可以借助于仪器来帮助判断。对于多个报警的情况来说，总有一个是主要的，解决了这个主要报警，其他的也迎刃而解了。
、1020报警在COBURG数控龙门铣床中可能是由什么引起的？,在COBURG数控龙门铣床中，1040、1020报警可能是由西门子V57驱动系统中A2板的插头松动、接触不好引起的。
°-CLAMPING MONITORING（夹紧监视）和116°-CONTOUR MONITORING（轮廓监视）故障通常表示什么？,这两个故障通常表示某一个轴运行到给定尺寸的实际位置偏移了机床数据MD212°所规定的夹紧公差及MD332°所规定轮廓公差带。
—MEAS．SYSTEM DIRTY（测量系统脏）报警可能由哪些原因引起？,—MEAS．SYSTEM DIRTY（测量系统脏）报警可能由潮气进入、光栅尺设计时安装位置不太理想、光栅尺未倒装、光栅尺靠近液压系统或外界冷却液进入等引起。
如果某轴原点找不到，但其他方面（如限位）正常，可能是什么问题？如何解决？,可能是因为光栅头脏。清洁光栅头通常可以找到原点。应备有光栅头备件，以便及时更换。
当出现“CONTROL LOOP HARDWARE”报警时，可能是什么问题？,表明检测到的位置反馈信号相应的错误、接地、短路。
如果由于坦克带中的导线长期运动弯曲导致光栅尺位置反馈线有时通有时不通，引起报警，如何解决？,解决办法只有更换导线。寻找故障比较困难。
报警2032～2096号何时出现？它们提供了什么信息？,这类报警通常在运行程序时出现，主要指出出错的程序段和编程中的错误，方便处理。
报警225°～228°号通常表示什么类型的报警？,这类报警通常与主轴有关。
报警3000～3160号与报警2032～2096号有何异同？,这类报警与报警2032～2096号相同，都是在程序编辑模拟功能中指出错误，给编程人员提供一个对程序进行运行前检查的手段。这类报警在排除原因后按报警应答键即可消除。
报警6000～6999号表示什么？,这类报警为机床制造厂提供的PLC报警，包括机床的各种状态情况，如温度、过滤器、限位、液压压力、电动机、润滑和电磁阀等。可以根据显示分析PLC程序的有关部分并解决。这类报警应及时排除，只有当报警号和文本提示不明确时才需分析程序。
PLC 机床控制程序分析的第一步是什么？,分析PLC 机床控制程序首先要知道报警号与接口信号的关系。
报警号与接口信号存储在哪些数据块中？,报警号与接口信号分布在DB10～DB25的DW6至DW11中，DB31的每4个字对应一个主轴的输入/输出信号，DB32的每4个字对应一个进给轴的输入/输出信号，每组主轴或进给轴信号的第三个字是报警字。DB58的DW1至DW32是报警字。
第一主轴对应的报警号基数是多少？,第一主轴对应的报警号基数是8000，第二主轴是8020，以此类推。
第一进给轴对应的报警号基数是多少？,第一进给轴对应的报警号基数是8200，第二进给轴是8220，以此类推。
如果在DB31或DB32中找不到报警号，应该去哪里查找？,如果在DB31或DB32中找不到报警号，应该查看DB58中的报警号。
如果没有任何指示，如何进一步检查电源？,如果没有任何指示，说明电源有工作，可以进一步检查220V交流端子有无电压，NCON电是否有电。
如果需要检查操作面板上的电源板，应该怎么做？,打开电气控制柜，查看主机及操作面板中的电路板上报警灯有什么指示，用万用表测量操作面板上的电源板是否有电压输出。
）系统自诊断不通时，PLC-CTU上的红灯为什么会闪亮？,当系统自诊断不通时，PLC-CTU上的红灯会闪亮，而且每闪亮固定次数就间歇一段时间，这是因为协处理器的寄存器或步地址计数器出现故障。
）操作面板键盘上面的4盏灯不停闪亮可能是什么原因导致的？,操作面板键盘上面的4盏灯不停闪亮可能有三种原因：①COMCPU上的灯也闪，指示COMCPU的EPROM有问题；②COMCPU灯不亮OPCPU灯亮，是因为操作面板上电，主机未上电，操作面板等待主机启动；③COMCPU和OPCPU上的灯都不亮，故障在耦合RAM板。
/880系统为什么采用大规模集成和专用集成电路？,/880系统采用大规模集成和专用集成电路，是为了提高系统的可靠性，因此硬件故障率相对于其他报警和故障来说比较低。
在解决硬件自身故障时，为什么“替换法”是最快最有效的方法？,在解决硬件自身故障时，“替换法”是最快最有效的方法，因为可以立即确定故障所在，并用相同型号的板子来替换，使系统恢复正常工作。
如果中央控制器5V主电源指示灯不亮（绿色），应该检查什么？,如果中央控制器5V主电源指示灯不亮（绿色），应该检查电源，因为电源内部有监控作用，封锁了5V电源，可能是由于电源中的风扇出现问题导致的。
例34中央控制器5V主电源上的绿灯不亮，应如何检查？,检查风扇运转正常。单独把电源拆下试验，绿灯亮，说明问题不在电源，而是外面板子里有问题。用“插拔法”试验（注意：插拔板子应当停电，且应停电8min待放电完后方可进行）证明其中有一块测量电路板有故障，换同型号备件（注意：其中小拔码开关要选择一致）。
例35如何保持中央控制器和操作面板的清洁？,保持中央控制器和操作面板的清洁非常重要。由于中央控制器和操作面板中带有风扇，风扇转动容易吸入灰尘，特别注意要在风扇进风处加入薄的滤布，以防灰尘。
例36如果CRT屏幕一片漆黑，但能够手动，指示灯一切正常，应如何检查？,怀疑CRT显示问题，经检查高压包的线圈发现有一个头烧断。
例37如果CRT屏幕上出现大量报警号，而不能消除，应如何分析故障发生的原因？,通过了解操作的前因后果，分析出故障发生的原因。
为什么不能带电插拔插头？,千万要注意不可带电插拔插头，否则后果十分严重。
哪种情况可能造成 PLC 输出 A=1，LED 指示灯亮，但所控制的继电器或电磁阀等不动作？,接线线头松而引起。
PLCD 输出板故障可分为哪几种？,PLC 输出板故障大致可分为三种：①PLC 输出 A=1，LED 指示灯亮，但所控制的继电器或电磁阀等不动作；②PLC 输出 A=0 但 LED 指示灯一直亮；③PLC 输出 A=0，有时有输出，有时无输出，不稳定。
什么是“死机”？,“死机”是指在某些条件下引起的 NC 的封锁，使机床不能动作，而不是真正的硬件损坏或系统有毛病。
CRT 屏幕上字母不动，操作面板上红灯亮，或屏幕一片漆黑，多数由于什么原因引起的？,多数由于外界电网的波动、干扰或温度等影响所引起的。
如何解决 CRT 屏幕上字母不动，操作面板上红灯亮，或屏幕一片漆黑的问题？,全部关掉电源（包括 NC），再开机。若不能解决问题的话，则需要对 NC 初始化（NCINITIAL），一般可以解决。
操作面板上的 4 只 LED 往来回跳不停，往往是由于什么原因产生的？,往往是由于在输入和输出程序时，操作不当或其他原因而产生的。
如何解决操作面板上的 4 只 LED 往来回跳不停的问题？,进行 NC 初始化。若 NC 初始化不行的话，则往往是程序乱了，则还要清除所有程序，做用户存储器消除（USER MEMORY CLEAR），然后再重新输入程序方可。
例40PLC不工作，PLC-CPU工作绿灯暗，停止红灯亮，CRT上报警 43PLC-CPU FAULT，不能工作，（若2只LED灯都不亮，则可能PLC—CPU板有硬件故障）,开始可以用手操作该板上的按钮及开关，进行冷启动或热启动，若PLC绿灯亮则恢复工作。若PLC仍红灯亮，这可能是由于封锁电平不能消除，此时可停机关NC电源拔出PLC EPROM子模块（若为RAM，则不能拔，否则信息丢失），再插上，再进行启动，有时可以解决。若上述方法均无用时，则需用最高级别的解决办法，在中央处理器中插入AS511接口板，用编程器（PG685等）先消除，后进行强制启动，一般应该能够解决。
如何检查刀库门控制盒的内部问题？,通过检查PLC输入状态，观察E26.0和E26.7的状态，其中E26.0为1，E26.7为0，说明刀库门控制盒内部有问题。
打开刀库门时，为何E26.7的值始终不变？,打开刀库门时，插杆滑动块错位，致使刀库门打开时，盒内连锁开关状态不变化，输出信号E26.7始终不变。
如何复原插杆滑块位置？,将插杆滑块位置复原后，打开刀库门时，E26.7为1，输出A27.6也为1，气阀动作，手动换刀正常。
数控系统中的电池在什么情况下必须拆卸？,数控系统中的电池必须在上电时拆卸。
在更换哪些板卡后，系统不能正常工作？,在COM—CPU板、NC—CPU板、PLC—CPU板、耦合RAM板、零件程序存储板拔下后，再安装上去系统也不能正常工作（OPCPU则是个例外）。
更换耦合RAM板后需要进行什么操作？,更换耦合RAM板后需要清除机床数据区，并重新输入机床数据。
更换COM—CPU板和NC—CPU板后需要进行什么操作？,更换COM—CPU板和NC—CPU板后需要格式化NC数据区。
更换PLC-CPU板后需要进行什么操作？,更换PLC-CPU板后需要清除PLC，并输入DB块。
更换零件程序存储板后需要进行什么操作？,更换零件程序存储板后需要清除零件程序存储区，并重新输入程序。
西门子SINUMERIK805系统是什么？,西门子SINUMERIK805系统是一种经济型数控系统，具有结构紧凑、工作可靠、配置灵活和操作简便的特点。
该系统的硬件组成包括哪些部分？,西门子SINUMERIK805系统的硬件组成包括主机、键盘和显示器，通常还配有手持型机床控制面板（HHU）和分布式PLC外设（DMP）。此外，它还可以连接两个测头和第二个手轮。
该系统的输入和输出能力如何？,主机上具有32点数字输入和32点数字输出，8路模拟输入，6点NC快速输入和8点NC快速输出。
当显示紊乱或无显示时，如何排除故障？,如果显示紊乱或无显示，主机左下角的两个指示灯亮，黄色指示灯表示电源部分工作正常，红色指示灯表示CPU监测报警。这种故障通常是由于数据丢失引起的。
RAM存储器中包含哪些重要的数据，若电池电压过低或系统受到外部干扰会如何？,RAM存储器中存有PLC程序、机床数据、报警文本、零件程序和加工参数等重要数据。若电池电压过低或系统受到外部干扰，这些数据可能会丢失，导致系统无法正常工作。
当系统出现故障时，如何进行数据恢复？,在具备数据备份盘和编程器或磁盘存储装置的情况下，将软盘上的数据传回系统。若系统处于故障状态，无法进行数据传送，需要先使系统进入一种接受操作的状态。
如何使系统进入初始化调整方式？,在系统主机的左下角有一个16挡旋转开关，将开关由0位置拨到2位置，然后给系统上电。如果系统没有硬件故障，就会进入初始化调整方式。
在初始化调整方式中，可以进行哪些操作？,在初始化调整方式中，可以按照调整手册中的步骤，恢复所有必要的数据。
如何退出初始化调整方式？,将旋转开关拨回0位置，退出初始化调整方式。
SIN840C系统由哪些部分组成，每个部分的功能是什么？,SIN840C系统的整个操作方式是按PC全键盘输入数字和字符，用软键来选择5个区域：①MACHINE（机床）；②PARAMETER（参数）；③PROGRAMMNEV（服务）；④DIAGNOSIS（诊断）。每个区域有各自的内容。
机床操作面板的加工操作有哪些主要方式？,机床操作面板的加工操作有JOG、TEACHIN、MDA和AUTOMATIC 4个主要方式。
JOG方式有哪些子方式？,JOG方式有REPOS、REFPOINT、INC等几个子方式。
PARAMETER区域主要包括哪些内容？,PARAMETER区域主要包括系统的编程参数（如R参数、刀偏、零偏等）和系统的设定数据（如进给、主轴的设定数据及数据位等）。
