questions,answers
 G592/G593: 微动开关 ON/OFF 已占用的原因是什么？应该采取什么措施？, 原因是已启动执行工件测量循环，但是点动探测器的ON-OFF已被占用。解决方法是每一个测量循环必须通过未接触工件的点动探测器ON-OFF开始，通过手动机械恢复探测器或者修改位置的坐标。
 主轴: 配置的电机与已安装的电机不同的原因是什么？应该采取什么措施？, 原因是从编译码器读取的识别符不与电机类型相对应。解决方法是从编译码器读取ID字符显示在 'locser.nome_motor1' 或者 2，验证电机类型与其对应性。
 CNC总线卡锁定的原因是什么？应该采取什么措施？, 原因是CNC总线卡的常规计算器 'data_io.conta' 在不超过最大允许时间内没有被改变。解决方法是关闭和再次开启机床，或者更换总线卡。
 CNC总线卡未接收信号的原因是什么？应该采取什么措施？, 原因是CNC总线卡的常规计算器 'data_io.conta' 在不超过最大允许时间内没有被改变，可能在接收中被一有故障的单元所中断接收的线路。解决方法是关闭和再次开启机床，检查总线电缆的接收连接线路，或者更换总线卡或总线当前的单元。
 CNC 总线卡未发送信号的原因是什么？应该采取什么措施？, 原因是CNC总线卡的常规计算器 'data_io.conta' 在规定时间内没有改变，可能由于故障的单元中断发送的线路。解决方法是关闭并再次开启机床，检查总线电缆的接收连接线路，更换总线卡，或更换故障的单元。
 CNC 未发送诊断信号的原因是什么？应该采取什么措施？, 原因是计算器未能在规定时间内改变总线卡的诊断请求，可能由于故障的单元中断发送的线路。解决方法是关闭并再次开启机床，检查总线电缆的接收连接线路，更换总线卡，或更换故障的单元。
 CNC 锁定:软件与硬件相冲突的原因是什么？应该采取什么措施？, 原因是CNC软件需要在配置有频率大于 230 MHz 的CPU-CNC上运行，而当前的CPU-CN频率不足够。解决方法是更换CPU-CN为频率大于 230 MHz 的型号，或者放弃使用新功能G63。
 服务频道未激活的原因是什么？应该采取什么措施？, 原因是想进行数字化通信操作，但服务频道未被激活。解决方法是在每次开机时，服务频道会自动激活，所以可以关闭并再次开启机床。
 JST:加速度值超过配置的原因是什么？应该采取什么措施？, 原因是加速度的计算值超过了配置中的最大值。解决方法是将最大配置值设置为适当的服务相位匹配值和轴所能接受的值，并通过传统装置检验加速度值。
 JST:错误程序，在 'locser.stsjst' 的原因是什么？应该采取什么措施？, 原因是加速度的自动计算值与数字化操作接收的值不完全一致，在'locser.stsjst'中指示出错误状态的编码。解决方法是关闭并再次开启机床，然后重新执行安装程序。
 G52: PC 执行命令期间出错的原因是什么？应该采取什么措施？, 原因是PC未执行从CNC接收到的G52命令。解决方法是验证服务器中定义的加工目录，确保PC与服务器之间可以正常对话。
 高架轴坐标与工件原点不一致的原因是什么？应该采取什么措施？, 原因是要加工的工件原点与两高架轴的坐标不一致。解决方法是编辑原点参数表中的坐标原点值，使工件原点值与高架轴坐标一致。
 等待缓冲器存储的原因是什么？应该采取什么措施？, 原因是CPU-CN发送数字化操作命令后等待缓冲器存储已记录的值。如果此信息在缓冲器存储完成后仍然存在，可以采取机床复位命令的措施，确切地说是关闭并再次开启机床。
 传输数据: 请等待的原因是什么？应该采取什么措施？, 该信息出现是因为CPU-CN正在获取数字化操作已记录的值。当缓冲器完成存储后，此信息会自动消失。如果此信息在超过最大允许的时间（2MHz BUS大约30秒）后仍然存在，可以采取机床复位命令的措施，确切地说是关闭并再次开启机床。
 JST:功能不可能执行在数字化轴的原因是什么？应该采取什么措施？, 此信息表示功能JST无法在非数字化的轴上执行加速度自动计算程序。原因是尝试在非数字化的轴上执行加速度自动计算程序。解决方法是不要在模拟轴上执行加速度自动计算程序。
 JST:驱动器软件不兼容的原因是什么？应该采取什么措施？, 此信息表示功能JST无法在轴上执行加速度自动计算程序，因为轴的软件版本不正确。解决方法是更换轴的驱动器或在执行程序之前更新驱动器的软件。对于BOSCH驱动器，软件版本不能低于0.04（能读取'locser.versoft'）。
 JST: 带截荷值小于初始值的原因是什么？应该采取什么措施？, 此信息表示功能JST无法执行加速度自动计算程序，因为所测量到的带截荷值大于空置状态下的测量值。解决方法是重新执行带截荷加速度自动计算程序，并通过传统装置程序检验轴的动力。
 JST: 带截荷计算未执行的原因是什么？应该采取什么措施？, 此信息表示无法执行带截荷计算。如果此信息仍然存在，可以采取关闭和再次开启机床的措施，可能需要在操作中显示仿真命令。
 G661，G663 激活:功能 G61，G360，G2，G3 不接受的原因是什么？应该采取什么措施？, 这表示当激活功能G661和G663时，不允许执行NURBS（G360）曲线以及功能G2和G3。原因是在CNC激活自动尺寸方式下，尝试执行功能G61、G360、G2或G3。解决方法是修改程序的某些部分，清除不接受的功能，或者退出G661和G663方式。
 G61 激活:禁止编程G661/G663/G665的原因是什么？应该采取什么措施？, 这表示当CNC激活尺寸自动管理功能时，不能编程G61（比例缩放加工）。原因是在CNC的G661或G663方式下，尝试执行G61功能。解决方法是修改程序的某些部分，清除G61功能，或退出G661和G663方式。
 G661必须在{}之间指定缩放比例的原因是什么？应该采取什么措施？, 这表示在G661语句中，比例缩放加工文件的比例值必须一直指定在花括号{}中。原因是在程序的某些部分执行或检查中，发现了没有尺寸语句行的G661编程。解决方法是修改程序的某些部分，在花括号{}中输入需要激活的比例缩放加工语句行。
 请求实际数据: 在限定时间内未回应的原因是什么？应该采取什么措施？, 原因是CNC发送请求至PC但未在规定的时间内收到回应。解决方法是通过DOS系统检查（如果CNCTAU程序处于活动状态），确保CNC不同时执行其他任务（如网络等）。另外，如果任务CNC40（即最小化模式）在Windows NT系统中打开，可能需要检查操作系统是否受损。
 不存在必需的基本文件的原因是什么？如何解决？, 这个问题发生是因为CNC需要某些基本文件，但却找不到它们。解决方法是需要专用授权来恢复这些文件，然后执行A:\GENVT程序，按照指示进行操作。
 等待关闭W.NT操作系统(用于M80)的原因是什么？如何应对？, 这个问题是由于CNC发送了关闭Windows NT操作系统的信号。措施是等待操作系统关闭，然后该信号将自动取消。如果机床在DOS下出现该信号，可能需要重新配置。
 在G63方式的执行速度太快的原因是什么？如何解决？, 这个问题是因为G63功能控制机床的加工速度相对于CPU-CN计算出的速度太快。解决方法是要调整加工速度，使其在相对于CPU-CN计算出的速度和当前速度之间，然后该信息将自动消失。您可以通过修改F值来持续降低加工速度或者重新计算加工轨迹。
 M1320: 刀具参数表中不存在限定值的原因是什么？如何处理？, 这个问题是由于刀具参数表中没有包含限定值的文件。解决方法是验证程序部分段中是否包含G327 M1321 [文件名称]功能语句，以检查限定值文件是否输入正确。
 插补器不可取消的错误的原因是什么？如何处理？, 这个问题是由于插补器执行了未经精确计算的语句。在发生这种错误时，CNC可能会显示"0533在G63方式执行速度过快"的信息。解决方法是要确保程序中的插补语句经过精确计算，以避免此错误。
 探测头ON-OFF冲突的原因是什么？应该采取什么措施？, 这个问题是由于在快速移动期间关闭了探测头的连接。通常是因为编程轨迹将探测器置于工件上方，导致探测器连接在激活时间结束时关闭。解决方法是通过功能M1330来取消探测头ON-OFF冲突，或者修改编程轨迹以避免这种冲突，并重新执行探测器ON-OFF激活循环。
 在补偿文件中未找到轴编号的原因是什么？应该采取什么措施？, 原因是轴编号在补偿文件中不存在。解决方法是检查补偿文件，并输入正确的轴编号，例如，将 'U' 轴的编号位置改为 'u'。
 G55，G56: 编程的轴不为摆头轴的原因是什么？应该采取什么措施？, 原因是在 G55/G56 的语句中，已编程轴的编号与摆头轴不同（例如，转台或分度台）。解决方法是修改程序语句，清除不能编程的轴编号，确保只使用摆头轴。
 在总线单元集中域缺少电压的原因是什么？应该采取什么措施？, 原因是用于模拟模块输出的集中域电压低于 24V。解决方法是检验连接和模块上的集中域电压值，确保电压达到要求。
 总线单元上短路/电流过载的原因是什么？应该采取什么措施？, 原因是总线单元连接请求的负载电流大于最大可能。解决方法是验证总线单元的连接设备，如果有故障进行更换，同时验证总线单元的退出模块，如果有故障也需要进行更换。
 CNC 总线面板未执行程序的原因是什么？应该采取什么措施？, 原因是总线面板未执行自身正确的初始化测试。解决方法是更换 CNC 总线面板（CNC560），或者验证当前必需的所有文件并执行总线面板的初始化，或者更换面板（CNC550）。
 G52: 机械手 (服务器) 无新的工作准备的原因是什么？应该采取什么措施？, 原因是机械手的参数表值不能够对机床的请求下达其他加工指令。解决方法是清除机械手（服务器）上当前的参数表中的值，重新更新（如果有的话）。
 G52: 刀盘存储器空，但抓爪中显示不为空的原因是什么？应该采取什么措施？, 原因是机械手参数表中当前刀盘的存储器不符合机床上抓爪中的状态，可能是取消了机械手的存储器。解决方法是通过专用程序清除机床当前抓爪，并将刀库中的刀盘放入。然后，在位置参数表中清除，并检验微动开关是否能正常运行，以确保机床上的当前刀盘发出信号。
 发生E1039模板的CanBus错误的原因是什么？应该采取什么措施？, E1039模板的CanBus错误发生的原因可能是模板中定义的表格在初始化时存在错误，传输的表格可能损坏或与引入的CanBus结构没有进行正确通讯。解决方法包括检验模板的初始化程序是否被正确执行，检验CanBus结构的配置是否正确（结构的顺序必须相对于同一安装的原点），以及重新执行CONF_BIO程序以正确方式重建表格。
 发生E1039模板的RS232命令表格错误的原因是什么？应该采取什么措施？, E1039模板的RS232命令表格错误发生的原因可能是初始化命令未在指定的时间内执行。解决方法包括重新开启机床或更换CNC侧面的E1039模板。
 发生E1039模板的RS232表格错误的原因是什么？应该采取什么措施？, E1039模板的RS232表格错误发生的原因可能是模板搜索到建立的发送配置表格中存在错误，传输的表格可能损坏。解决方法包括检验模板的初始化程序是否被正确执行，检验RS232程序配置的正确性，以及重新执行CONF_BIO程序以正确方式重建表格。
 发生E1057模板的CanOpen命令表格错误的原因是什么？应该采取什么措施？, E1057模板的CanOpen命令表格错误发生的原因可能是初始化命令未在指定的时间内执行。解决方法包括重新开启机床或更换CNC侧面的E1057模板。
 发生E1057模板的CanOpen表格错误的原因是什么？应该采取什么措施？, E1057模板的CanOpen表格错误发生的原因可能是模板搜索到建立的发送配置表格中存在错误，传输的表格可能损坏，或者与引入的CanOpen结构未正确通讯。解决方法包括检验模板的初始化程序是否被正确执行，检验CanOpen结构的配置正确性（配置结构的顺序必须相对照于同一安装的原点），以及重新执行CONF_BIO程序以正确方式重建表格。
 错误E1057模板未被初始化的原因是什么？应该采取什么措施？, E1057模板未被初始化的原因可能是插入在CNC侧面的E1057模板一直指定其初始化状态。解决方法是更换E1057模板。
 G52错误，禁止执行自动更换刀盘的原因是什么？应该采取什么措施？, 原因是在自动方式下执行时，机床未持有必需的资源，如机械手装置中必需的刀具。解决方法是在未连接有机械手的机床上不能激活自动更换方式，或确保机床具备必需的资源。
 E1047，指示FPGA1068的初始化地址错误的原因是什么？应该采取什么措施？, 原因是无法获取E1047模板上的PCI地址，用于模拟编译码器的读取。这通常是因为E1047模板可能出现故障所致。解决方法是更换E1047模板，以确保可以正确获取PCI地址用于编码器模拟读取。
 E1047错误，指示FPGA1069的初始化地址错误的原因是什么？应该采取什么措施？, 原因是无法获取E1047模板上的PCI地址，用于参考的输入。同样，这可能是由于E1047模板的故障引起的。解决方法是更换E1047模板，以确保可以正确获取PCI地址用于参考输入。
 E1057错误，指示位置2上的FPGA1062地址错误的原因是什么？应该采取什么措施？, 原因是无法获取E1057模板上的PCI地址，用于watch-dog的控制。这同样可能是由于E1057模板的故障引起的，另外，硬件上可能安装了错误版本的软件，如CNC570/580的软件。解决方法是更换E1057模板，并检查已安装的软件版本是否正确，如果错误，则应执行更新。
 E1057错误，指示位置2上的CANBUS地址错误的原因是什么？应该采取什么措施？, 原因是无法获取E1057模板上的PCI地址，用于CANBUS协议的控制。这可能是由于E1057模板的故障引起的，或者硬件上安装了错误版本的软件，如CNC570/580的软件。解决方法是更换E1057模板，并检查已安装的软件版本是否正确，如果错误，则应执行更新。
 E1057错误，指示位置2上的DUALPORT地址错误的原因是什么？应该采取什么措施？, 原因是无法获取E1057模板上的PCI地址，用于CANBUS存储器的控制。同样，这可能是由于E1057模板的故障引起的，或者硬件上安装了错误版本的软件，如CNC570/580的软件。解决方法是更换E1057模板，并检查已安装的软件版本是否正确，如果错误，则应执行更新。
 错误，指示位置2上的SERCON地址错误的原因是什么？应该采取什么措施？, 原因是无法获取E1057模板上的PCI地址，用于Sercon驱动装置的控制。这同样可能是由于E1057模板的故障引起的，或者硬件上安装了错误版本的软件，如CNC570/580的软件。解决方法是更换E1057模板，并检查已安装的软件版本是否正确，如果错误，则应执行更新。
 配置 CanOpen 未被更新的原因是什么？应该采取什么措施？,原因是 CanOpen 驱动装置的现行配置未被更新，可能是由于配置表格(C:\conf_dir*.CTB)未得到更新。解决方法是更新配置建立的软件(CONF_BIO)，确保版本为 V 4 或者更新的版本。
 E1057不响应诊断请求的可能原因是什么？应该采取什么措施？,原因是从 CanOpen E1057 模板中无法获取错误信息编码，导致无法响应诊断请求。这可能是由于 E1057 模板出现故障，且该模板的固件未预见来自主机部分的版本请求。解决方法是更换 E1057 模板，并更新该模板的固件。
 CNC 供给不足的错误的原因是什么？应该采取什么措施？,原因是供给电压值减少。解决方法是测量馈电器的电压供给，如不足，补充供给或更换馈电器。
 等待 CANOPEN 连接结复位错误的原因是什么？应该采取什么措施？,原因是Bus CanOpen 的连接电缆断开。解决方法是重新配置外围设备，若正确再配置，该信息将消失。如若不行，考虑更换不在运行中的外围设备（绿色二极发光管在结点终端）。
 在执行 USP1.1 协议时出现传输执行错误的原因是什么？应该采取什么措施？,原因是在 PC 区域中的 Profibus 模板上软件不可能传输。解决方法是检验 Profibus 模板的功能正确性。
 PC 总线模板初始化错误的原因是什么？应该采取什么措施？,原因是在PC区域中的 Profibus 模板未被初始化。解决方法是检验 Profibus 模板的功能正确性，确保 PC 区域中的当前 Profibus 模板可以正常初始化。
 PC 总线模板错误的原因是什么？应该采取什么措施？,原因是在 PC 区域中的 Profibus 未配置准备，可能是因为其未执行初始化。解决方法是更换在 PC 区域中的 Profibus，尝试重新开启机床。
