questions	rewrite1	rewrite2	rewrite3	ture_answers
"故障现象：一台配套FANUC16系统的卧式加工中心，开机后CNC部出现ALM41（0Z
轴）报警，机床无法正常起动。

"	在一台装有FANUC16系统的卧式加工中心中，当开机后，CNC部分出现了ALM41（0Z轴）的报警，导致机床无法正常启动。	在一台配有FANUC16系统的卧式加工中心中，当开机后，CNC部分显示ALM41（0Z轴）报警，导致机床无法正常启动。	当开启一台配有FANUC16系统的卧式加工中心时，CNC部分显示出ALM41（0Z轴）警报，导致机床无法正常启动。	"分析及处理过程：FANU16系统出现ALM410的含义是“轴停止时的任意跟随误差超差”。导致系统出现该报警的原因较多，如电动机电极相序不正确，编码器连接不良等。在本机床上，由于故障前机床工作正常，因此可以基本排除电动机相序的原因，检
查驱动器与电动机的连接均正确无误，插头固定良好，排除了连接上可能产生的报警原因。
进一步观察机床的实际"
"故障现象：一台配套FANUC16B系统、a系列伺服驱动的卧式加工中心，在用户因驱动器损坏，重新更换Y轴驱动器后，开机后移动Y轴时，出现ALM414报警。
"	在用户更换了Y轴驱动器后，一台配有FANUC16B系统和a系列伺服驱动的卧式加工中心在开机并移动Y轴时，出现了ALM414报警。	一台配置了FANUC16B系统和A系列伺服驱动的卧式加工中心在用户更换了损坏的Y轴驱动器后，开机运行Y轴时，出现了ALM414报警。	一台配有FANUC16B系统和A系列伺服驱动的卧式加工中心发生了故障。当用户因为驱动器损坏而更换了Y轴驱动器后，开机并移动Y轴时，出现了ALM414报警。	"分析及处理过程：FANUC16B出现ALM414报警的含义是“数字伺服报警”，故障原因可以通过诊断参数DGN200~DGN204进行检查。
检查发现，该机床DGN200bit2＝“1”，表明再生制动电路存在不良，进一步检查驱动器，其状态显示为“4”，表明再生制动电路存在报警。
考虑到驱动器更换的是全新备件，据现场了解，更换驱动器前已经确认Y轴电动机、连接电缆均无异常，分析以上几点，初步确定故障原因是驱动器设定不正确引起的。通过检查实际机床电气控制系统的设计，确认该轴驱动器使用了外接2009的再生
制动电阻。因此，驱动器设定必须与此相对应。打开驱动器前盖检查，发现驱动器的再生制动设定（S3/S4）不正确。进行正确的设定后，故障排除，机床恢复正常工作。"
"故障现象：一台配套FANUC16B系统、a伺服驱动的进口立式加工中心，在自动加工过程中，经常出现Y轴ALM414、ALM411报警。
"	在自动加工过程中，一台配备有FANUC16B系统和a伺服驱动的进口立式加工中心，经常出现Y轴ALM414和ALM411报警。	在一台使用FANUC16B系统和a伺服驱动的进口立式加工中心自动加工过程中，Y轴常常出现ALM414和ALM411报警。	在自动加工过程中，一台配备FANUC16B系统和a伺服驱动的进口立式加工中心常常出现Y轴ALM414和ALM411报警。	"分析及处理过程：FANUC16B系统出现ALM414、ALM4ll的含义及分析过程同前述，通过诊断参数DGN200、DGN201检查，出现报警时DGN200bit7＝“1”，DGN201bit7＝“0”，表明故障原因为Y轴电动机过热。在故障时手摸Y轴伺服电动机，感觉电动机外表发

烫，证明Y轴电动机事实上存在过热。
由于机床在开机后的一定时间内工作正常、无报警，因此，初步判定故障是Y轴负载太大引起的。
在停机后，手动转动Y轴丝杠，发现转动十分困难，由此确认故障原因在机械部分。维修时检查Y轴拖板与导轨，发现该机床床身上切屑堆积，Y轴导轨污染严重。重新清除铁屑，拆下Y轴导轨镶条，对拖板进行全面清理、维护保养后，经连续运行试验，故障消失，机床恢复正常工作。"
"故障现象：一台配套FANUC16B系统、a伺服驱动的进口立式加工中心，在回转工作台（A轴）回转时，出现A轴ALM414、ALM4ll报警。
"	一台配置了FANUC16B系统和A伺服驱动的进口立式加工中心，在A轴（回转工作台）旋转过程中，出现了A轴ALM414和ALM4ll警报。	在一台配备了FANUC16B系统和a伺服驱动的进口立式加工中心上，当回转工作台（A轴）旋转时，出现了A轴ALM414和ALM4ll报警。	一台配置了FANUC16B系统和A伺服驱动的进口立式加工中心，在A轴（回转工作台）旋转过程中，碰到了A轴ALM414和ALM4ll报警问题。	分析及处理过程：FANUC16B系统出现ALM414、ALM4ll的含义及分析过程同前述，通过诊断参数检查确认，故障原因是A轴过载。现场分析，该机床A轴为回转工作台，并有带液压夹具的尾架，引起A轴过载的原因可能与回转台的松开与尾架的松开动作有关。为了确定故障部位，在维修过程中，取下了液压夹具，使尾架与回转台连接脱开后，再开机试验，机床故障消失，由此判定，导致A轴过载的原因可能与尾架有关。开机，松开尾架后，手动转动尾架发现转动困难，重新调节尾架夹紧、松开机构，在确认尾架能可靠松开后，开机试验，故障消失，机床恢复正常。
"故障现象：一台配套FANUC16B系统、a伺服驱动的进口立式加工中心，在机床自
动加工时，偶尔出现ALM41（4X数字伺服）报警，重新开机后，机床故障即可消失。
"	在一台配置了FANUC16B系统和A伺服驱动的进口立式加工中心进行自动加工时，有时会出现ALM41（4X数字伺服）警报。然而，当重新启动机床后，这个故障就会消失。	在一台配备了FANUC16B系统和A伺服驱动的进口立式加工中心进行自动加工时，有时会出现ALM41（4X数字伺服）警报。然而，在重新启动机器后，故障就会消失。	在一台配置了FANUC16B系统和a伺服驱动的进口立式加工中心上，当机床自动运行时，有时会出现ALM41（4X数字伺服）警报。然而，当重新启动机床后，这个故障就会消失。	"分析及处理过程：FANUC16B系统出现ALM4ll报警的含义同前述，通过诊断参数确认，故障原因是X轴编码器连接不良。由于故障偶尔出现，分析最大可能的原因是X轴编码器连接不良。
通过对X轴伺服电动机编码器的检查，发现其插头松动，重新固定后，故障排除，机床恢复正常工作。"
"故障现象：一台配套SIEMENS8MC的卧式加工中心，在电网突然断电后开机，系统

无法起动。
"	一台配有SIEMENS8MC的卧式加工中心，在经历电网突然断电后，开机时系统无法启动。	在电网突然断电后，一台配备了SIEMENS8MC的卧式加工中心开机时，系统无法启动。	当电网突然断电后，一台配备了SIEMENS8MC的卧式加工中心在开机时，系统无法启动。	"分析及处理过程：经检查，该机床X轴伺服驱动器的进线快速熔断器已经熔断。该机床的进给系统采用的是SIEMENS6RA系列直流伺服驱动，对照驱动器检查伺服电动机和驱动装置，未发现任何元器件损坏和短路现象。
检查机床机械部分工作亦正常，直接更换熔断器后，起动机床，恢复正常工作。分析原因是由于电网突然断电引起的偶发性故障。"
"故障现象：一台配套SIEMENS8MC的卧式加工中心，当X轴运动到某一位置时，液压电动机自动断开，且出现报警提示：Y轴测量系统故障。断电再通电，机床可以恢复正常工作，但X轴运动到某一位置附近，均可能出现同一故障。
"	当一台搭配SIEMENS8MC的卧式加工中心的X轴运行到某个位置时，液压电动机便会自动关闭，并弹出Y轴测量系统故障的警告。若切断电源后再接通，机床能恢复正常运作。然而，当X轴运行到接近该特定位置时，同样可能会触发这个故障。	当一台配备了SIEMENS8MC的卧式加工中心的X轴运行到某个位置时，液压电动机会自动断开，并出现Y轴测量系统故障的报警。但是，如果断电然后再通电，机床可以恢复正常运行。然而，当X轴运行到某个位置附近时，可能会再次出现同样的故障。	当一台搭配SIEMENS8MC的卧式加工中心的X轴运行到某一位置时，液压马达会自动关闭，并出现Y轴测量系统故障的警告。然而，如果断电后再重新通电，机床可以恢复正常运作。但是，当X轴运行到接近该位置时，可能会再次出现相同的故障。	"分析及处理过程：该机床为进口卧式加工中心，配套SIEMENS8MC数控系统，SIE-MENS6RA系列直流伺服驱动。由于X轴移动时出现Y轴报警，为了验证系统的正确性，拨下了X轴测量反馈电缆试验，系统出现X轴测量系统故障报警，因此，可以排除系统误报警的原因。
检查X轴在出现报警的位置及附近，发现它对Y轴测量系统（光栅）并无干涉与影响，且仅移动Y轴亦无报警，Y轴工作正常。再检查Y轴电动机电缆插头、光栅读数头和光栅尺状况，均未发现异常现象。
考虑到该设备属大型加工中心，电缆较多，电柜与机床之间的电缆长度较长，且所有电缆均固定在电缆架上，随机床来回移动。根据上述分析，初步判断由于电缆的弯曲，导致局部断线的可能性较大。
维修时有意将X轴运动到出现故障点位置，人为移动电缆线，仔细测量Y轴上每一根反馈信号线的连接情况，最终发现其中一根信号线在电缆不断移动的过程中，偶尔出现开路现象；利用电缆内的备用线替代断线后，机床恢复正常。"
"故障现象：某配套SIEMENSPRIMOS系统、6RA26**系列直流伺服驱动系统的数控滚齿机，开机后移动机床的Z轴，系统发生“ERR22跟随误差超差”报警。
"	一台配备有SIEMENSPRIMOS系统的数控滚齿机在开机后，当操作人员尝试移动Z轴时，系统出现了ERR22跟随误差超差的报警。该滚齿机采用的是6RA26**系列的直流伺服驱动系统。	在一台配备SIEMENSPRIMOS系统的数控滚齿机上，当开机后操作Z轴时，系统出现了ERR22跟随误差超差的警告。该滚齿机采用6RA26**系列直流伺服驱动系统。	一台配备SIEMENSPRIMOS系统的数控滚齿机出现了故障。在开机后移动Z轴时，系统触发了“ERR22跟随误差超差”报警。该机床采用6RA26**系列直流伺服驱动系统。	"分析及处理过程：数控机床发生跟随误差超过报警，其实质是实际机床不能到达指令的位置。引起这一故障的原因通常是伺服系统故障或机床机械传动系统的故障。
由于机床伺服进给系统为全闭环结构，无法通过脱开电动机与机械部分的连接进行试验。为了确认故障部位，维修时首先在机床断电、松开夹紧机构的情况下，手动转动Z轴丝杠，未发现机械传动系统的异常，初步判定故障是由伺服系统或数控装置不良引起的。
为了进一步确定故障部位，维修时在系统接通的情况下，利用手轮少量移动Z轴

（移动距离应控制在系统设定的最大允许跟随误差以内，防止出现跟随误差报警），测量Z轴直流驱动器的速度给定电压，经检查发现速度给定有电压输入，其值大小与手轮移动的距离、方向有关。由此可以确认数控装置工作正常，故障是由于伺服驱动器的不良引起的。
检查驱动器发现，驱动器本身状态指示灯无报警，基本上可以排除驱动器主回路的故障。考虑到该机床X、Z轴驱动器型号相同，通过逐一交换驱动器的控制板确认故障部位在6RA26**直流驱动器的A2板。
根据SIEMENS6RA26**系列直流伺服驱动器的原理图，逐一检查、测量各级信号，最后确认故障原因是由于A2板上的集成电压比较器N7（型号：LM348）不良引起的；更换后，机床恢复正常。"
"故障现象：一台配套SIEMENS850系统、6RA26**系列直流伺服驱动系统的进口卧式加工中心，在开机后，手动移动X轴，机床X轴工作台不运动，CNC出现X跟随误差超差报警。
"	在启动后，一台配备SIEMENS850系统和6RA26**系列直流伺服驱动系统的进口卧式加工中心出现了问题。当手动移动X轴时，机床的X轴工作台没有响应，同时CNC显示X跟随误差超差报警。	在开机后，一台配备了SIEMENS850系统和6RA26**系列直流伺服驱动系统的进口卧式加工中心出现了问题。当手动移动X轴时，机床的X轴工作台没有响应，同时CNC系统显示X跟随误差超差报警。	在开机后，一台进口卧式加工中心的X轴工作台在手动移动时未见运动，同时CNC显示出X跟随误差超差报警，此加工中心采用SIEMENS850系统及6RA26**系列直流伺服驱动系统。	"分析及处理过程：由于机床其他坐标轴工作正常，X轴驱动器无报警，全部状态指示灯指示无故障，为了确定故障部位，考虑到6RA26**系列直流伺服驱动器的速度/电流调节板A2相同，维修时将X轴驱动器的A2板与Y轴驱动器的A2板进行了对调试验。经试验发现，X轴可以正常工作，但Y轴出现跟随超差报警。
根据这一现象，可以得出X轴驱动器的速度/电流调节器板不良的结论。根据SIE-MENS6RA26**系列直流伺服驱动器原理图，测量检查发现，当少量移动x轴时驱动器的速度给定输入端57与69端子间有模拟量输入，测量驱动器检测端B1，速度模拟量电压
正确，但速度比例调节器N（4LM301）的6脚输出始终为OV。
对照原理图逐一检查速度调节器LM301的反馈电阻R25、R27、R21，偏移调节电阻R10、R12、R13、R15、R14、R12，以及LM301的输入保护二极管V1、V2，给定滤波环节R1、C1、R20、V14，速度反馈滤波环节的R27、R28、R8、R3、C5、R4等外围元器件，确认全部元器件均无故障。
因此，确认故障原因是由于LM301集成运放不良引起的：更换LM301后，机床恢复正常工作，故障排除。"
"故障现象：某配套SIEMENSPRIMOS系统、6RA26**系列直流伺服驱动系统的数控滚齿机，开机后移动机床的Z轴，系统发生“ERR22跟随误差超差”报警。
"	一台配备了SIEMENSPRIMOS系统的数控滚齿机在开机后出现了ERR22跟随误差超差报警，当操作者尝试移动Z轴时，机床发生故障。该滚齿机采用6RA26**系列直流伺服驱动系统。	在一台配备有SIEMENSPRIMOS系统和6RA26**系列直流伺服驱动系统的数控滚齿机上，当开机后操作Z轴移动时，系统出现“ERR22跟随误差超差”警报。	在一台配备了SIEMENS PRIMOS系统的数控滚齿机上，当开启机器后，如果移动Z轴，系统会出现“ERR22跟随误差超差”警报。	"分析及处理过程：故障分析过程同前例，但在本例中，当利用手轮少量移动Z轴，测量Z轴直流驱动器的速度给定电压始终为0，因此可以初步判定故障在数控装置或数控与驱动器的连接电缆上。

检查数控装置与驱动器的电缆连接正常，确认故障引起的原因在数控装置。打开数控装置检查，发现Z轴的速度给定输出D/A转换器的数字输入正确，但无模拟量输出，从而确认故障是由于D/A转换器不良引起的。
更换Z轴的速度给定输出的12位D/A转换器DAC0800后，机床恢复正常。例266~例267.测量系统故障维修"
"故障现象：某配套SIEMENSPAIMOS系统、6RA26**系列直流伺服驱动系统的数控滚齿机，开机后发生“ERR21，Y轴测量系统错误”报警。
"	在一台配备有SIEMENSPAIMOS系统的数控滚齿机上，当开启设备后，出现了“ERR21，Y轴测量系统错误”的报警，该滚齿机使用的是6RA26**系列的直流伺服驱动系统。	在一台配有SIEMENSPAIMOS系统的数控滚齿机上，当启动设备后，出现了“ERR21，Y轴测量系统错误”的报警，该滚齿机使用的是6RA26**系列的直流伺服驱动系统。	数控滚齿机在开机后出现了“ERR21，Y轴测量系统错误”报警，该设备采用SIEMENSPAIMOS系统和6RA26**系列直流伺服驱动系统。	"分析及处理过程：数控系统发生测量系统报警的原因一般有如下几种：
1）数控装置的位置反馈信号接口电路不良。
2）数控装置与位置检测元器件的连接电缆不良。
3）位置测量系统本身不良。
由于本机床伺服驱动系统采用的是全闭环结构，检测系统使用的是HEIDENHAIN公司的光栅。为了判定故障部位，维修时首先将数控装置输出的X、Y轴速度给定，将驱动使能以及X、Y轴的位置反馈进行了对调，使数控的X轴输出控制Y轴，Y轴输出控制X轴。经对调后，操作数控系统，手动移动Y轴，机床X轴产生运动，且工作正常，证明数控装置的位置反馈信号接口电路无故障。
但操作数控系统，手动移动X轴，机床Y轴不运动，同时数控显示“ERR21，X轴测量系统错误”报警。由此确认，报警是由位置测量系统不良引起的，与数控装置的接口电路无关。
检查测量系统电缆连接正确、可靠，排除了电缆连接的问题。
利用示波器检查位置测量系统的前置放大器EXE601/5–F的Ua1和Ua2、*Ua1和*Ua2输出波形，发现Ua1相无输出。进一步检查光栅输出（前置放大器EXE601/5–F的输入）信号波形，发现Ie1无信号输入。检查本机床光栅安装正确，确认故障是由于光栅不良引起的；更换光栅LS903后，机床恢复正常工作。"
"故障现象：某配套SIEMENSPRIMOS系统、6RA26**系列直流伺服驱动系统
的数控滚齿机，开机后发生“ERR21，X轴测量系统错误”报警。
"	数控滚齿机在开机后出现了“ERR21，X轴测量系统错误”报警，该设备配备有SIEMENSPRIMOS系统和6RA26**系列直流伺服驱动系统。	"数控滚齿机在开机后出现了""ERR21，X轴测量系统错误的报警，该机器采用的是SIEMENSPRIMOS系统和6RA26**系列直流伺服驱动系统。"	"数控滚齿机在开机后出现了""ERR21，X轴测量系统错误的报警，该设备采用的是SIEMENSPRIMOS系统和6RA26**系列直流伺服驱动系统。"	"分析及处理过程：故障分析过程同前例，但在本例中，利用示波器检查位置测量系统的前置放大器EXE601/5–F的Ua1和Ua2、*Ua1；和*Ua2输出波形，发现同样Ua1无输出。进一步检查光栅输出（前置放大器EXE601/5–F的输入）信号波形，发现Ie1信号输入正确，确认故障是由于前置放大器EXE601/5–F不良引起的。
根据EXE601/5–F的原理（详见后述）逐级测量前置放大器EXE601/5–F的信号，
发现其中的一只LM339集成电压比较器不良；更换后，机床恢复正常工作。例268.驱动器未准备好的故障维修

"
"故障现象：一台配套SIEMENS6M系统的进口立式加工中心，在换刀过程中发现刀库不能正常旋转。
"	在一台配备了SIEMENS6M系统的进口立式加工中心进行换刀操作时，发现刀库无法正常旋转。	在一台配备了SIEMENS 6M系统的进口立式加工中心进行换刀操作时，发现刀库无法正常旋转。	在一台配备了SIEMENS6M系统的进口立式加工中心进行换刀操作时，发现刀库无法正常旋转。	"分析及处理过程：通过机床电气原理图分析，该机床的刀库回转控制采用的是6RA**系列直流伺服驱动，刀库转速是由机床生产厂家制造的“刀库给定值转换/定位控制”板进行控制的。
现场分析、观察刀库回转动作，发现刀库回转时，PLC的转动信号已输入，刀库机械插销已经拔出，但6RA26**驱动器的转换给定模拟量未输入。由于该模拟量的输出来自“刀库给定值转换/定位控制”板，由机床生产厂家提供的“刀库给定值转换/定位控制”权原理图逐级测量，最终发现该板上的模拟开关（型号DG201）已损坏，更换同型号备件后，机床恢复正常工作。"
"故障现象：一台与例268同型号的机床，在开机调试时，出现手动按下刀库回转按钮后，刀库即高速旋转，导致机床报警。
"	在对一台与先前案例268相同型号的机床进行开机调试时，我们注意到这样一个现象：当手动按下刀库回转按钮后，刀库会立即以高速旋转，进而引发机床报警。	在对一台与例268同型号的机床进行开机调试时，我们发现一个故障现象：当手动按下刀库回转按钮后，刀库会高速旋转，进而导致机床报警。	在开机调试一台与例268同型号的机床时，手动按下刀库回转按钮后，刀库开始高速旋转，进而导致机床报警。	分析及处理过程：根据
"故障现象：一台配套FAOR8030系统、SIEMENS6SC610交流伺服驱动的立式加工中心，在自动工作时，偶然出现X轴的剧烈振动。
"	在一台配备了FAOR8030系统和SIEMENS6SC610交流伺服驱动的立式加工中心自动运行过程中，偶尔发生了X轴的严重抖动现象。	在一台配有FAOR8030系统和SIEMENS6SC610交流伺服驱动的立式加工中心自动运行过程中，偶尔发现X轴出现剧烈震动。	在一台配备了FAOR8030系统和SIEMENS6SC610交流伺服驱动的立式加工中心自动运行过程中，偶尔发现X轴出现剧烈震动问题。	"分析及处理过程：机床在出现故障时，关机后再开机，机床即可以恢复正常；且在故障时检查，系统、驱动器都无报警；而且振动在加工过程中只是偶然出现。
在振动时检查系统的位置跟随误差显示，发现此值在0~0.1mm范围内振动，可以基本确认数控系统的位置检测部分以及位置测量系统均无故障。
由于故障的偶然性，而且当故障发生时只要通过关机，即可恢复正常工作，这给故障的诊断增加了困难。为了确认故障部位，维修时将X、Y轴的驱动器模块、伺服电动机分别作了互换处理，但"
"故障现象：一台配套SIEMENS820M系统、611A交流伺服驱动的进口立式加工中心，由于加工需要，原机床的第4轴在加工工件时需要暂时撤消。用户在取下回转工作台后，机床出现“驱动器未准备好”报警。
"	当一台配备了SIEMENS 820M系统和611A交流伺服驱动的进口立式加工中心需要加工工件时，原来用于第4轴的机床需要暂时停用。当用户移除回转工作台后，机床出现了“驱动器未准备好”的报警。	当一台配备了SIEMENS820M系统和611A交流伺服驱动的进口立式加工中心需要进行加工时，原本作为第4轴的回转工作台需要暂时停用。在用户取下回转工作台后，机床却出现了“驱动器未准备好”的警告。	在一台配备了SIEMENS820M系统和611A交流伺服驱动的进口立式加工中心上，由于加工需求，第四轴需要在加工工件时临时停用。用户在移除回转工作台后，机床出现了“驱动器未准备好”的警告。	"分析及处理过程：鉴于在装上A轴后，机床全部动作正常，确定故障原因是由于取下了A轴转台后引起的驱动器报警。
在SIEMENS810/820M中，当取消第4轴时，可以通过设置机床参数对CNC进行撤
消。
但由于A轴驱动器使用的是611A双轴控制模块，无法单独取消A轴驱动，从而导
致了“驱动器未准备好”报警。
在这种情况下，必须对驱动器进行处理，具体方法如下：
1）在611A的伺服驱动器上取下A轴测速反馈连接X311，准备一与测速反馈连接同规格的备用插头。
2）短接备用插头的11–12脚模拟温度检测开关，取消因A轴电缆来连接时产生的过热报警。
3）短接备用插头的7–8–14–15脚，将三相测速反馈电压置0V。

4）在插头的5脚、6脚上各接入一个1k*的电阻，同时连接到2脚（0V），将转子位置检测的RLGR、RLGT置“0”信号状态。
5）将插头的13脚通过1k*的电阻连接到4脚（+15V），将转子位置检测的RLGS置“1”信号状态。
6）将连接好的备用插头插入611A驱动器的原测速反馈的X311上。
通过以上处理后，开机试验，驱动器准备好信号恢复，机床可以在取消A轴后正常工作。
以上方法还可以用于利用双轴模块代替单轴模块的场合，并经编者多次试验均正确无误；这一方法同样适用于6SC610系列驱动器（在这种情况下，插头规格及脚号应作相应变化，但对信号的处理不变）。"
"故障现象：一台配套SIEMENS810M系统、611A驱动的卧式加工中心机床，开机后，在机床手动回参考点或手动时，系统出现ALM120报警。
"	在一台配备了SIEMENS810M系统和611A驱动的卧式加工中心机床上，当开机后尝试手动回参考点或手动操作时，系统会显示出ALM120报警。	在一台配备了SIEMENS810M系统和611A驱动器的卧式加工中心机床上，当机器启动后，无论是手动回参考点还是手动操作，系统都会出现ALM120报警。	在开机后，一台配备了SIEMENS810M系统和611A驱动的卧式加工中心机床在手动回参考点或手动操作时，出现了ALM120报警。	"分析及处理过程：SIEMENS810M系统ALM1120的含义是“X轴移动过程中的误差过大”，引起故障的原因较多，但其实质是X轴实际位置在运动过程中不能及时踉踪指令位置，使误差超过了系统允许的参数设置范围。
观察机床在X轴手动时，电动机未旋转，检查驱动器亦无报警，且系统的位置显示值与位置跟随误差同时变化，初步判定系统与驱动器均无故障。
进一步检查810M位置控制板至X轴驱动器之间的连接，发现X轴驱动器上来自
CNC的速度给定电压连接插头未完全插入。
测量确认在X轴手动时，CNC速度给定有电压输出，因此可以判定故障是由于速度给定电压连接不良引起的；重新安装后，故障排除，机床恢复正常工作。"
"故障现象：一台配套SIEMENS810M及611A驱动的立式加工中心，在用户开机时，Y轴出现ALM121报警。
"	在用户启动一台配有SIEMENS810M和611A驱动的立式加工中心时，Y轴出现了ALM121报警。	当一名用户开启一台配备有SIEMENS810M和611A驱动器的立式加工中心时，Y轴出现了ALM121警报。	在一台配备了SIEMENS810M和611A驱动的立式加工中心中，用户启动时，Y轴出现了ALM121警报。	"分析及处理过程：故障含义及分析过程同前，但在本机床上，测量611A驱动器的Y
轴模拟量输入正确，且插头安装正确。
进一步检查系统的伺服使能信号己经输出，分析故障，引起Y轴不运动的原因还有“驱动器使能”信号的连接不良。
检查此信号，确认CNC至驱动器的“Y轴使能”线连接不良；重新安装、连接后，机床恢复正常。"
"故障现象：一台配套SIEMENS810M的进口双主轴同时加工立式加工中心，在用户更换了611A伺服驱动模块后，发现一开机，A轴电动机（数控转台）即出现电动机自动

旋转，系统显示ALM1123，A轴夹紧允差监控。
"	在一台配备了SIEMENS 810M的进口双主轴立式加工中心中，用户在更换了611A伺服驱动模块后，发现在启动设备时，A轴电动机（数控转台）就会自动旋转。系统显示出ALM1123，提示A轴夹紧允差监控。	在一台配备SIEMENS810M的进口双主轴立式加工中心中，用户在更换了611A伺服驱动模块后，出现了以下问题：每当开机时，A轴电动机（数控转台）就会自动旋转。系统显示错误代码ALM1123，表示A轴夹紧允差监控出错。	当用户替换了611A伺服驱动部件后，一台SIEMENS810M配套的进口双主轴立式加工中心出现了故障。具体表现为：设备启动时，A轴电动机（数控转台）即刻自行旋转，并且系统显示出ALM1123报警，表示A轴夹紧允差监控出现问题。	"分析及处理过程：SIEMENS8l0M发生ALM1123报警可能的原因有：
1）位置反馈的极性错误。
2）由于外力使坐标轴产生了位置偏移。
3）驱动器、测速发电机、伺服电动机或系统位置测量回路不良。
由于该机床更换驱动模块前，已确认故障只是611A的A轴驱动模块不良，而且确认换上的驱动器备件无故障，因此排除了驱动器、测速发电机、伺服电动机不良的原因。同时，维修时已将A轴电动机取下，不可能有外力使电动机产生位置偏移。综上所
述，可以初步确定故障原因与驱动模块的设定有关。
取下驱动器的控制板检查，发现换上的驱动器模块的S2设定与电动机规格不符，按SIEMENS611A驱动器手册，重新更改S2的设定后，机床恢复正常。"
"故障现象：一台配套SIEMENS810M及611A交流伺服驱动的立式加工中心，在调试时，出现X轴过电流报警。
"	在对一台配备了SIEMENS810M和611A交流伺服驱动的立式加工中心进行调试时，我们遇到了X轴过电流报警的问题。	在对一台配有SIEMENS810M和611A交流伺服驱动的立式加工中心进行调试时，我们遇到了X轴过电流报警的问题。	在对一台配备了SIEMENS810M和611A交流伺服驱动的立式加工中心进行调试时，我们遇到了X轴过电流报警的问题。	"分析及处理过程：由于机床为初次开机调试，可以认为驱动器、电动机均无故障，故障原因通常与伺服电动机与驱动器之间的连接有关。
对照SIEMENS611A伺服驱动器说明书，仔细检查发现该机床X轴伺服电动机的三相电枢线相序接反；重新连接后，故障排除。"
"故障现象：某配套SIEMENS802D的数控铣床，开机时不定期地出现伺服驱动器
（611U）报警B507、B508等，机床停机后重新起动，通常可以恢复工作。"	在一台配备了SIEMENS802D的数控铣床中，开机时偶尔会出现伺服驱动器（611U）的B507、B508等报警，但当机床停止后重新启动，通常能够恢复正常运行。	在一台配备了SIEMENS 802D的数控铣床上，出现了开机时偶尔发生的伺服驱动器（611U）报警B507、B508等问题。当机床停止运行后重新启动，通常能够恢复正常工作。	在一台配备有SIEMENS 802D的数控铣床上，开机时偶尔会出现伺服驱动器（611U）的B507、B508等报警，但当机床停止并重新启动后，通常可以恢复正常运行。	"分析及处理过程：611U伺服驱动报警B507、B508的含义分别是：B507：电动机转子位置检测错误。
B508：脉冲编码器“零位”信号出错。
以上两个报警都与编码器检测信号有关，一般情况下是属于编码器不良，通常应更换编码器解决。
但是，在本机床中，由于重新起动系统后，伺服故障能自动清除，而且只要起动完成，机床可以长时间正常工作，故可以认为故障的真正原因并非编码器存在故障，而是由其他原因引起的。
仔细观察发现，该机床的伺服驱动器在开机通电后，状态可以自动进入RUN状态，表明驱动器可以通过硬件的自检，进一步证明编码器无故障。
检查伺服驱动器的故障发生过程，发现故障每次都是在驱动器“驱动使能”信号加入的瞬间发生，若此时无故障，则机床就可以正常起动并工作。因此，分析原因可能是

由于伺服系统电动机励磁加入的瞬间干扰引起的。
进一步检查发现，该机床的第四轴（数控转台）电动机是使用中间插头连接的，电动机的电枢屏蔽线在插头处未连接；经重新连接后"
"故障现象：某配套SIEMENS802D系统的数控铣床，开机时出现ALM380500报警，驱动器显示报警号B504。
"	当开启配备SIEMENS802D系统的数控铣床时，遇到了ALM380500警告，而驱动器显示出B504报警号。	在一台配备了SIEMENS 802D系统的数控铣床上，当机器开启时，出现了ALM380500警报，而驱动器显示的警报号为B504。	在一台配备有SIEMENS 802D系统的数控铣床上，当开机时，出现了ALM 380500报警，而驱动器显示出的报警号为B504。	"分析及处理过程：611U伺服驱动器出现B504报警的含义是“编码器的电压太低，编码器反馈监控生效”。
经检查，开机时伺服驱动器可以显示“RUN”，表明伺服驱动系统可以通过自诊断，驱动器的硬件应无故障。
经观察发现，故障过程与上例相同，即：每次报警都是在伺服驱动系统“使能”信号加入的瞬间出现，因此，分析原因可能是由于伺服系统电动机励磁加入的瞬间干扰引起的。
重新连接伺服驱动的电动机编码器反馈线，进行正确的接地连接后，故障清除，机床恢复正常。"
